medal_date,medal_type,medal_code,name,gender,country,country_code,nationality,team,team_gender,discipline,event,event_type,url_event,birth_date,code
2024-08-01,Silver Medal,2,RADIS Simona,Female,Romania,ROU,Romania,Romania,W,Rowing,Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/women-s-double-sculls/fnl---------,1999-04-05,1550560
2024-08-01,Bronze Medal,3,HODGKINS BYRNE Mathilda,Female,Great Britain,GBR,Great Britain,Great Britain,W,Rowing,Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/women-s-double-sculls/fnl---------,1994-10-01,1901075
2024-08-01,Bronze Medal,3,WILDE Rebecca,Female,Great Britain,GBR,Great Britain,Great Britain,W,Rowing,Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/women-s-double-sculls/fnl---------,1997-12-31,1901099
2024-08-01,Gold Medal,1,OLDENBURG Marloes,Female,Netherlands,NED,Netherlands,Netherlands,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,1988-03-09,1965560
2024-08-01,Gold Medal,1,DRENTH Hermijntje,Female,Netherlands,NED,Netherlands,Netherlands,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,1994-07-19,1965567
2024-08-01,Gold Medal,1,OFFEREINS Tinka,Female,Netherlands,NED,Netherlands,Netherlands,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,1993-10-05,1965566
2024-08-01,Gold Medal,1,BOONSTRA Benthe,Female,Netherlands,NED,Netherlands,Netherlands,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,2000-11-21,1965557
2024-08-01,Silver Medal,2,GLOVER Helen,Female,Great Britain,GBR,Great Britain,Great Britain,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,1986-06-17,1901028
2024-08-01,Silver Medal,2,BOOTH Esme,Female,Great Britain,GBR,Great Britain,Great Britain,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,1998-12-23,1901037
2024-08-01,Silver Medal,2,REDGRAVE Sam,Female,Great Britain,GBR,Great Britain,Great Britain,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,1994-08-18,1901086
2024-08-01,Silver Medal,2,SHORTEN Rebecca,Female,Great Britain,GBR,Great Britain,Great Britain,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,1993-11-25,1901092
2024-08-01,Bronze Medal,3,GOWLER Jackie,Female,New Zealand,NZL,New Zealand,New Zealand,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,1996-06-07,1926998
2024-08-01,Bronze Medal,3,SPOORS Phoebe,Female,New Zealand,NZL,New Zealand,New Zealand,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,1993-08-11,1927007
2024-08-01,Bronze Medal,3,WADDY Davina,Female,New Zealand,NZL,New Zealand,New Zealand,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,1996-08-16,1927003
2024-08-01,Bronze Medal,3,WILLIAMS Kerri,Female,New Zealand,NZL,New Zealand,New Zealand,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,1993-12-18,1926999
2024-08-01,Gold Medal,1,PALLISTER Lani,Female,Australia,AUS,Australia,Australia,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,2002-06-06,1946201
2024-08-01,Gold Medal,1,PERKINS Jamie,Female,Australia,AUS,Australia,Australia,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,2005-01-19,1946188
2024-08-01,Gold Medal,1,THROSSELL Brianna,Female,Australia,AUS,Australia,Australia,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,1996-02-10,1946157
2024-08-01,Gold Medal,1,JACK Shayna,Female,Australia,AUS,Australia,Australia,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,1998-11-06,1946227
2024-08-01,Gold Medal,1,O'CALLAGHAN Mollie,Female,Australia,AUS,Australia,Australia,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,2004-04-02,1946218
2024-08-01,Gold Medal,1,TITMUS Ariarne,Female,Australia,AUS,Australia,Australia,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,2000-09-07,1946150
2024-08-01,Silver Medal,2,PEPLOWSKI Anna,Female,United States,USA,United States,United States of America,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,2002-09-25,1935967
2024-08-01,Silver Medal,2,GEMMELL Erin,Female,United States,USA,United States,United States of America,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,2004-12-02,1935907
2024-08-01,Silver Medal,2,MANUEL Simone,Female,United States,USA,United States,United States of America,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,1996-08-02,1935945
2024-08-01,Silver Medal,2,SHACKELL Alex,Female,United States,USA,United States,United States of America,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,2006-11-13,1935979
2024-08-01,Silver Medal,2,LEDECKY Katie,Female,United States,USA,United States,United States of America,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,1997-03-17,1935938
2024-08-01,Silver Medal,2,MADDEN Paige,Female,United States,USA,United States,United States of America,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,1998-10-22,1935943
2024-08-01,Silver Medal,2,WEINSTEIN Claire,Female,United States,USA,United States,United States of America,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,2007-03-01,1936000
2024-08-01,Bronze Medal,3,TANG Muhan,Female,China,CHN,China,People's Republic of China,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,2003-09-04,1945224
2024-08-01,Bronze Medal,3,KONG Yaqi,Female,China,CHN,China,People's Republic of China,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,2008-01-24,1945222
2024-08-01,Bronze Medal,3,GE Chutong,Female,China,CHN,China,People's Republic of China,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,2003-09-23,1945171
2024-08-01,Bronze Medal,3,LIU Yaxin,Female,China,CHN,China,People's Republic of China,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,1999-06-16,1945223
2024-08-01,Bronze Medal,3,LI Bingjie,Female,China,CHN,China,People's Republic of China,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,2002-03-03,1945169
2024-08-01,Bronze Medal,3,YANG Junxuan,Female,China,CHN,China,People's Republic of China,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,2002-01-26,1945159
2024-08-02,Gold Medal,1,LIM Sihyeon,Female,Korea,KOR,Korea,Republic of Korea,X,Archery,Mixed Team,HTEAM,/en/paris-2024/results/archery/mixed-team/fnl-000100--,2003-06-13,1902147
2024-08-02,Gold Medal,1,KIM Woojin,Male,Korea,KOR,Korea,Republic of Korea,X,Archery,Mixed Team,HTEAM,/en/paris-2024/results/archery/mixed-team/fnl-000100--,1992-06-20,1902135
2024-08-02,Silver Medal,2,KROPPEN Michelle,Female,Germany,GER,Germany,Germany,X,Archery,Mixed Team,HTEAM,/en/paris-2024/results/archery/mixed-team/fnl-000100--,1996-04-19,1553258
2024-08-02,Silver Medal,2,UNRUH Florian,Male,Germany,GER,Germany,Germany,X,Archery,Mixed Team,HTEAM,/en/paris-2024/results/archery/mixed-team/fnl-000100--,1993-06-07,1553249
2024-08-02,Bronze Medal,3,KAUFHOLD Casey,Female,United States,USA,United States,United States of America,X,Archery,Mixed Team,HTEAM,/en/paris-2024/results/archery/mixed-team/fnl-000200--,2004-03-06,1955601
2024-08-02,Bronze Medal,3,ELLISON Brady,Male,United States,USA,United States,United States of America,X,Archery,Mixed Team,HTEAM,/en/paris-2024/results/archery/mixed-team/fnl-000200--,1988-10-27,1955595
2024-08-02,Gold Medal,1,ZHENG Si Wei,Male,China,CHN,China,ZHENG Si Wei / HUANG Ya Qiong,X,Badminton,Mixed Doubles,HCOUP,/en/paris-2024/results/badminton/mixed-doubles/fnl-000100--,1997-02-26,1913418
2024-08-02,Gold Medal,1,HUANG Ya Qiong,Female,China,CHN,China,ZHENG Si Wei / HUANG Ya Qiong,X,Badminton,Mixed Doubles,HCOUP,/en/paris-2024/results/badminton/mixed-doubles/fnl-000100--,1994-02-28,1913432
2024-08-02,Silver Medal,2,KIM Won Ho,Male,Korea,KOR,Korea,KIM Won Ho / JEONG Na Eun,X,Badminton,Mixed Doubles,HCOUP,/en/paris-2024/results/badminton/mixed-doubles/fnl-000100--,1999-06-02,1891507
2024-08-02,Silver Medal,2,JEONG Na Eun,Female,Korea,KOR,Korea,KIM Won Ho / JEONG Na Eun,X,Badminton,Mixed Doubles,HCOUP,/en/paris-2024/results/badminton/mixed-doubles/fnl-000100--,2000-06-27,1891502
2024-08-02,Bronze Medal,3,WATANABE Yuta,Male,Japan,JPN,Japan,WATANABE Yuta / HIGASHINO Arisa,X,Badminton,Mixed Doubles,HCOUP,/en/paris-2024/results/badminton/mixed-doubles/fnl-000200--,1997-06-13,1541614
2024-08-02,Bronze Medal,3,HIGASHINO Arisa,Female,Japan,JPN,Japan,WATANABE Yuta / HIGASHINO Arisa,X,Badminton,Mixed Doubles,HCOUP,/en/paris-2024/results/badminton/mixed-doubles/fnl-000200--,1996-08-01,1541619
2024-08-02,Gold Medal,1,LONG Daoyi,Male,China,CHN,China,People's Republic of China,M,Diving,Men's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--,2003-03-06,1901551
2024-08-02,Gold Medal,1,WANG Zongyuan,Male,China,CHN,China,People's Republic of China,M,Diving,Men's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--,2001-10-24,1901549
2024-08-02,Silver Medal,2,CELAYA HERNANDEZ Juan Manuel,Male,Mexico,MEX,Mexico,Mexico,M,Diving,Men's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--,1998-09-01,1536197
2024-08-02,Silver Medal,2,OLVERA IBARRA Osmar,Male,Mexico,MEX,Mexico,Mexico,M,Diving,Men's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--,2004-06-05,1535349
2024-08-02,Bronze Medal,3,HARDING Anthony,Male,Great Britain,GBR,Great Britain,Great Britain,M,Diving,Men's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--,2000-06-30,1900840
2024-08-02,Bronze Medal,3,LAUGHER Jack,Male,Great Britain,GBR,Great Britain,Great Britain,M,Diving,Men's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--,1995-01-30,1900848
2024-08-02,Gold Medal,1,BRASH Scott,Male,Great Britain,GBR,Great Britain,Great Britain,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,1985-11-23,1970891
2024-08-02,Gold Medal,1,CHARLES Harry,Male,Great Britain,GBR,Great Britain,Great Britain,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,1999-07-15,1970896
2024-08-02,Gold Medal,1,MAHER Ben,Male,Great Britain,GBR,Great Britain,Great Britain,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,1983-01-30,1979168
2024-08-02,Gold Medal,1,STOCKDALE Joseph,Male,Great Britain,GBR,Great Britain,Great Britain,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,1999-10-18,1970925
2024-08-02,Silver Medal,2,WARD McLain,Male,United States,USA,United States,United States of America,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,1975-10-17,1951875
2024-08-02,Silver Medal,2,FARRINGTON Kent,Male,United States,USA,United States,United States of America,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,1980-12-28,1951819
2024-08-02,Silver Medal,2,KRAUT Laura,Female,United States,USA,United States,United States of America,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,1965-11-14,1951840
2024-08-02,Silver Medal,2,COOK Karl,Male,United States,USA,United States,United States of America,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,1990-12-25,1951802
2024-08-02,Bronze Medal,3,,,,,,France,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,,1899865
2024-08-02,Bronze Medal,3,DELESTRE Simon,Male,France,FRA,France,France,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,1981-06-21,1899843
2024-08-02,Bronze Medal,3,EPAILLARD Julien,Male,France,FRA,France,France,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,1977-07-24,1899845
2024-08-02,Bronze Medal,3,PERREAU Olivier,Male,France,FRA,France,France,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,1986-06-23,1899856
2024-08-02,Gold Medal,1,SIKLOSI Gergely,Male,Hungary,HUN,Hungary,Hungary,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--,1997-09-04,1946450
2024-08-02,Gold Medal,1,KOCH Mate Tamas,Male,Hungary,HUN,Hungary,Hungary,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--,1999-09-17,1946370
2024-08-02,Gold Medal,1,ANDRASFI Tibor,Male,Hungary,HUN,Hungary,Hungary,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--,1999-12-10,1946278
2024-08-02,Gold Medal,1,NAGY David,Male,Hungary,HUN,Hungary,Hungary,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--,1999-07-14,1946379
2024-08-02,Silver Medal,2,KANO Koki,Male,Japan,JPN,Japan,Japan,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--,1997-12-19,1896548
2024-08-02,Silver Medal,2,MINOBE Kazuyasu,Male,Japan,JPN,Japan,Japan,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--,1987-07-15,1896554
2024-08-02,Silver Medal,2,YAMADA Masaru,Male,Japan,JPN,Japan,Japan,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--,1994-06-14,1896549
2024-08-02,Silver Medal,2,KOMATA Akira,Male,Japan,JPN,Japan,Japan,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--,1998-01-31,1896538
2024-08-02,Bronze Medal,3,BERAN Jiri,Male,Czechia,CZE,Czechia,Czechia,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000200--,1982-01-18,1914523
2024-08-02,Bronze Medal,3,JURKA Jakub,Male,Czechia,CZE,Czechia,Czechia,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000200--,1999-06-13,1914535
2024-08-02,Bronze Medal,3,RUBES Martin,Male,Czechia,CZE,Czechia,Czechia,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000200--,1996-09-16,1914540
2024-08-02,Bronze Medal,3,CUPR Michal,Male,Czechia,CZE,Czechia,Czechia,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000200--,1991-12-23,1914531
2024-08-02,Gold Medal,1,Mc CARTHY Fintan,Male,Ireland,IRL,Ireland,Ireland,M,Rowing,Lightweight Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-men-s-double-sculls/fnl---------,1996-11-23,1543322
2024-08-02,Gold Medal,1,O DONOVAN Paul,Male,Ireland,IRL,Ireland,Ireland,M,Rowing,Lightweight Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-men-s-double-sculls/fnl---------,1994-04-19,1572444
2024-08-02,Silver Medal,2,OPPO Stefano,Male,Italy,ITA,Italy,Italy,M,Rowing,Lightweight Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-men-s-double-sculls/fnl---------,1994-09-12,1547870
2024-08-02,Silver Medal,2,SOARES Gabriel,Male,Italy,ITA,Italy,Italy,M,Rowing,Lightweight Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-men-s-double-sculls/fnl---------,1997-01-22,1547873
2024-08-02,Bronze Medal,3,PAPAKONSTANTINOU Antonios,Male,Greece,GRE,Greece,Greece,M,Rowing,Lightweight Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-men-s-double-sculls/fnl---------,1999-03-18,1977132
2024-08-02,Bronze Medal,3,GKAIDATZIS Petros,Male,Greece,GRE,Greece,Greece,M,Rowing,Lightweight Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-men-s-double-sculls/fnl---------,2000-11-25,1977153
2024-08-02,Gold Medal,1,CRAIG Emily,Female,Great Britain,GBR,Great Britain,Great Britain,W,Rowing,Lightweight Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-women-s-double-sculls/fnl---------,1992-11-30,1901048
2024-08-02,Gold Medal,1,GRANT Imogen,Female,Great Britain,GBR,Great Britain,Great Britain,W,Rowing,Lightweight Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-women-s-double-sculls/fnl---------,1996-02-26,1901071
2024-08-02,Silver Medal,2,van GRONINGEN Gianina Elena,Female,Romania,ROU,Romania,Romania,W,Rowing,Lightweight Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-women-s-double-sculls/fnl---------,1995-05-21,1550661
2024-08-02,Silver Medal,2,COZMIUC Ionela Livia,Female,Romania,ROU,Romania,Romania,W,Rowing,Lightweight Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-women-s-double-sculls/fnl---------,1995-01-03,1550384
2024-08-02,Bronze Medal,3,KONTOU Dimitra,Female,Greece,GRE,Greece,Greece,W,Rowing,Lightweight Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-women-s-double-sculls/fnl---------,2005-09-23,1977101
2024-08-02,Bronze Medal,3,FITSIOU Zoi,Female,Greece,GRE,Greece,Greece,W,Rowing,Lightweight Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-women-s-double-sculls/fnl---------,1995-09-14,1977159
2024-08-02,Gold Medal,1,SINKOVIC Martin,Male,Croatia,CRO,Croatia,Croatia,M,Rowing,Men's Pair,TEAM,/en/paris-2024/results/rowing/men-s-pair/fnl---------,1989-11-10,1916685
2024-08-02,Gold Medal,1,SINKOVIC Valent,Male,Croatia,CRO,Croatia,Croatia,M,Rowing,Men's Pair,TEAM,/en/paris-2024/results/rowing/men-s-pair/fnl---------,1988-08-02,1921490
2024-08-02,Silver Medal,2,WYNNE-GRIFFITH Oliver,Male,Great Britain,GBR,Great Britain,Great Britain,M,Rowing,Men's Pair,TEAM,/en/paris-2024/results/rowing/men-s-pair/fnl---------,1994-05-29,1901101
2024-08-02,Silver Medal,2,GEORGE Tom,Male,Great Britain,GBR,Great Britain,Great Britain,M,Rowing,Men's Pair,TEAM,/en/paris-2024/results/rowing/men-s-pair/fnl---------,1994-09-22,1901066
2024-08-02,Bronze Medal,3,ROEOESLI Roman,Male,Switzerland,SUI,Switzerland,Switzerland,M,Rowing,Men's Pair,TEAM,/en/paris-2024/results/rowing/men-s-pair/fnl---------,1993-09-22,1977804
2024-08-02,Bronze Medal,3,GULICH Andrin,Male,Switzerland,SUI,Switzerland,Switzerland,M,Rowing,Men's Pair,TEAM,/en/paris-2024/results/rowing/men-s-pair/fnl---------,1999-03-09,1976556
2024-08-02,Gold Medal,1,CLEVERING Ymkje,Female,Netherlands,NED,Netherlands,Netherlands,W,Rowing,Women's Pair,TEAM,/en/paris-2024/results/rowing/women-s-pair/fnl---------,1995-07-17,1965559
2024-08-02,Gold Medal,1,MEESTER Veronique,Female,Netherlands,NED,Netherlands,Netherlands,W,Rowing,Women's Pair,TEAM,/en/paris-2024/results/rowing/women-s-pair/fnl---------,1995-04-07,1965556
2024-08-02,Silver Medal,2,VRINCEANU Ioana,Female,Romania,ROU,Romania,Romania,W,Rowing,Women's Pair,TEAM,/en/paris-2024/results/rowing/women-s-pair/fnl---------,1994-03-07,1550789
2024-08-02,Silver Medal,2,ANGHEL Roxana,Female,Romania,ROU,Romania,Romania,W,Rowing,Women's Pair,TEAM,/en/paris-2024/results/rowing/women-s-pair/fnl---------,1998-01-01,1550289
2024-08-02,Bronze Medal,3,MORRISON Jess,Female,Australia,AUS,Australia,Australia,W,Rowing,Women's Pair,TEAM,/en/paris-2024/results/rowing/women-s-pair/fnl---------,1992-05-18,1945670
2024-08-02,Bronze Medal,3,McINTYRE Annabelle,Female,Australia,AUS,Australia,Australia,W,Rowing,Women's Pair,TEAM,/en/paris-2024/results/rowing/women-s-pair/fnl---------,1996-09-12,1945644
2024-08-02,Gold Medal,1,BOTIN le CHEVER Diego,Male,Spain,ESP,Spain,BOTIN le CHEVER Diego / TRITTEL PAUL Florian,M,Sailing,Men's Skiff,TEAM,/en/paris-2024/results/sailing/men-s-skiff/fnl-000100--,1993-12-25,1959270
2024-08-02,Gold Medal,1,TRITTEL PAUL Florian,Male,Spain,ESP,Spain,BOTIN le CHEVER Diego / TRITTEL PAUL Florian,M,Sailing,Men's Skiff,TEAM,/en/paris-2024/results/sailing/men-s-skiff/fnl-000100--,1994-05-23,1959294
2024-08-02,Silver Medal,2,McHARDIE Isaac,Male,New Zealand,NZL,New Zealand,McHARDIE Isaac / McKENZIE William,M,Sailing,Men's Skiff,TEAM,/en/paris-2024/results/sailing/men-s-skiff/fnl-000100--,1997-07-06,1918833
2024-08-02,Silver Medal,2,McKENZIE William,Male,New Zealand,NZL,New Zealand,McHARDIE Isaac / McKENZIE William,M,Sailing,Men's Skiff,TEAM,/en/paris-2024/results/sailing/men-s-skiff/fnl-000100--,1997-02-19,1918834
2024-08-02,Bronze Medal,3,BARROWS Ian,Male,United States,USA,United States,BARROWS Ian Macdill / HENKEN Hans Dakota August,M,Sailing,Men's Skiff,TEAM,/en/paris-2024/results/sailing/men-s-skiff/fnl-000100--,1995-01-14,1950366
2024-08-02,Bronze Medal,3,HENKEN Hans,Male,United States,USA,United States,BARROWS Ian Macdill / HENKEN Hans Dakota August,M,Sailing,Men's Skiff,TEAM,/en/paris-2024/results/sailing/men-s-skiff/fnl-000100--,1992-06-04,1950381
2024-08-02,Gold Medal,1,van AANHOLT Odile,Female,Netherlands,NED,Netherlands,van AANHOLT Odile / DUETZ Annette,W,Sailing,Women's Skiff,TEAM,/en/paris-2024/results/sailing/women-s-skiff/fnl-000100--,1998-01-14,1970495
2024-08-02,Gold Medal,1,DUETZ Annette,Female,Netherlands,NED,Netherlands,van AANHOLT Odile / DUETZ Annette,W,Sailing,Women's Skiff,TEAM,/en/paris-2024/results/sailing/women-s-skiff/fnl-000100--,1993-06-29,1970514
2024-08-02,Silver Medal,2,BOBECK Vilma,Female,Sweden,SWE,Sweden,BOBECK Vilma / NETZLER Rebecca,W,Sailing,Women's Skiff,TEAM,/en/paris-2024/results/sailing/women-s-skiff/fnl-000100--,1998-01-05,1564653
2024-08-02,Silver Medal,2,NETZLER Rebecca,Female,Sweden,SWE,Sweden,BOBECK Vilma / NETZLER Rebecca,W,Sailing,Women's Skiff,TEAM,/en/paris-2024/results/sailing/women-s-skiff/fnl-000100--,1995-07-22,1564657
2024-08-02,Bronze Medal,3,STEYAERT Sarah,Female,France,FRA,France,STEYAERT Sarah / PICON Charline,W,Sailing,Women's Skiff,TEAM,/en/paris-2024/results/sailing/women-s-skiff/fnl-000100--,1986-11-27,1559558
2024-08-02,Bronze Medal,3,PICON Charline,Female,France,FRA,France,STEYAERT Sarah / PICON Charline,W,Sailing,Women's Skiff,TEAM,/en/paris-2024/results/sailing/women-s-skiff/fnl-000100--,1984-12-23,1559559
2024-08-02,Gold Medal,1,SINIAKOVA Katerina,Female,Czechia,CZE,Czechia,Siniakova / Machac,X,Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/tennis/mixed-doubles/fnl-000100--,1996-05-10,1901342
2024-08-02,Gold Medal,1,MACHAC Tomas,Male,Czechia,CZE,Czechia,Siniakova / Machac,X,Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/tennis/mixed-doubles/fnl-000100--,2000-10-13,1901333
2024-08-02,Silver Medal,2,WANG Xinyu,Female,China,CHN,China,Wang / Zhang,X,Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/tennis/mixed-doubles/fnl-000100--,2001-09-26,1927719
2024-08-02,Silver Medal,2,ZHANG Zhizhen,Male,China,CHN,China,Wang / Zhang,X,Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/tennis/mixed-doubles/fnl-000100--,1996-10-16,1927704
2024-08-02,Bronze Medal,3,DABROWSKI Gabriela,Female,Canada,CAN,Canada,Dabrowski / Auger-Aliassime,X,Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/tennis/mixed-doubles/fnl-000200--,1992-04-01,1972627
2024-08-02,Bronze Medal,3,AUGER-ALIASSIME Felix,Male,Canada,CAN,Canada,Dabrowski / Auger-Aliassime,X,Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/tennis/mixed-doubles/fnl-000200--,2000-08-08,1972646
2024-08-03,Gold Medal,1,KLEIN IKKINK Isaya,Male,Netherlands,NED,Netherlands,Netherlands,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,2003-05-13,1972116
