order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivery_time_days,region,returned,total_amount,shipping_cost,profit_margin,customer_age,customer_gender
O119577,C15082,P219042,Grocery,7.82,0.0,1,Debit Card,2025-08-19,5,West,No,7.82,3.1,-2.47,36,Female
O119578,C15767,P210006,Electronics,297.6,0.0,1,Credit Card,2024-02-28,4,West,No,297.6,8.16,27.55,61,Female
O119579,C13814,P240253,Toys,62.42,0.15,1,Credit Card,2024-09-24,5,South,No,53.06,7.88,13.34,66,Male
O119580,C12055,P219667,Sports,17.06,0.15,3,UPI,2024-04-09,5,West,No,43.5,5.95,7.1,53,Male
O119581,C13515,P217680,Grocery,34.93,0.1,2,Debit Card,2025-08-22,4,West,No,62.87,5.72,-0.69,50,Female
O119582,C12375,P227731,Electronics,93.89,0.0,2,Credit Card,2024-01-25,5,South,No,187.78,11.01,11.52,54,Other
O119583,C11910,P234415,Grocery,4.04,0.0,2,PayPal,2024-11-27,6,West,No,8.08,3.6,-2.95,54,Female
O119584,C10289,P247813,Electronics,1308.36,0.1,1,Credit Card,2024-07-22,4,Central,No,1177.52,11.05,130.25,32,Male
O119585,C15882,P209356,Fashion,86.66,0.1,1,UPI,2024-03-03,6,North,No,77.99,7.09,20.21,38,Male
O119586,C12558,P240860,Electronics,190.86,0.0,1,COD,2024-10-22,4,South,No,190.86,8.55,14.35,19,Female
O119587,C15007,P222013,Electronics,218.59,0.1,2,UPI,2025-07-10,8,East,No,393.46,7.47,39.75,34,Other
O119588,C10360,P203244,Grocery,5.68,0.15,1,COD,2025-03-18,6,East,No,4.83,1.8,-1.41,66,Female
O119589,C11622,P223571,Sports,35.09,0.1,1,Credit Card,2025-03-22,5,West,No,31.58,3.78,5.69,34,Female
O119590,C16859,P236793,Home,18.27,0.1,1,Debit Card,2025-08-10,4,North,No,16.44,3.28,1.32,56,Male
O119591,C14314,P211892,Electronics,61.13,0.1,1,Credit Card,2024-04-27,3,Central,No,55.02,6.35,0.25,39,Male
O119592,C14094,P241462,Beauty,20.06,0.0,1,Debit Card,2024-11-27,5,East,No,20.06,5.22,3.81,40,Female
O119593,C12453,P213877,Fashion,42.13,0.0,1,UPI,2024-08-02,6,East,No,42.13,5.28,9.47,28,Male
O119594,C12015,P222754,Fashion,75.49,0.0,2,Credit Card,2024-10-22,5,West,No,150.98,8.56,44.28,59,Female
O119595,C12040,P220588,Beauty,5.45,0.0,1,PayPal,2025-05-23,3,North,No,5.45,2.35,0.1,26,Male
O119596,C12044,P241770,Toys,16.22,0.3,3,Credit Card,2024-12-07,3,Central,No,34.06,6.92,6.7,51,Male
O119597,C12800,P223638,Home,350.11,0.0,2,Debit Card,2024-06-23,4,South,No,700.22,11.01,185.05,45,Female
O119598,C12970,P200785,Home,262.14,0.1,4,Debit Card,2024-04-20,5,South,No,943.7,11.63,252.61,20,Female
O119599,C10831,P200227,Sports,85.2,0.0,1,Debit Card,2024-12-11,4,West,No,85.2,9.03,16.53,68,Female
O119600,C11793,P204947,Electronics,96.62,0.0,4,PayPal,2025-07-02,7,West,No,386.48,9.07,37.31,66,Male
O119601,C13692,P207477,Toys,5.34,0.0,5,Credit Card,2025-04-04,3,Central,Yes,26.7,5.33,5.35,31,Male
O119602,C11791,P217211,Toys,14.76,0.0,1,Debit Card,2024-12-10,6,East,No,14.76,4.72,1.18,65,Male
O119603,C12841,P249530,Beauty,26.54,0.0,1,Debit Card,2024-11-26,3,Central,No,26.54,5.56,6.38,52,Male
O119604,C15339,P213894,Fashion,194.05,0.0,3,Credit Card,2024-07-21,4,South,No,582.15,11.38,192.37,36,Female
O119605,C14690,P228387,Home,244.31,0.15,1,Debit Card,2024-02-28,4,Central,No,207.66,6.81,51.33,60,Female
O119606,C12154,P210217,Electronics,223.9,0.0,1,COD,2024-10-29,6,West,No,223.9,8.86,18.01,42,Male
O119607,C10580,P247488,Toys,10.48,0.3,1,Wallet,2025-02-19,6,North,No,7.34,3.13,-0.19,68,Male
O119608,C16752,P239024,Fashion,5.67,0.1,1,Credit Card,2025-04-25,3,North,No,5.1,2.43,-0.65,27,Male
O119609,C15843,P211556,Fashion,5.38,0.05,1,Debit Card,2024-05-14,6,South,No,5.11,2.81,-1.02,60,Female
O119610,C17453,P211568,Grocery,9.47,0.0,1,Credit Card,2023-12-06,5,South,No,9.47,3.12,-2.36,69,Female
O119611,C17916,P226914,Home,19.45,0.0,1,UPI,2024-11-14,6,East,No,19.45,4.21,1.24,60,Female
O119612,C16151,P225704,Toys,5.34,0.0,1,COD,2024-05-03,5,Central,No,5.34,2.5,-0.36,41,Male
O119613,C12853,P222466,Beauty,99.31,0.0,1,Wallet,2025-04-01,6,South,No,99.31,7.92,36.77,50,Female
O119614,C12236,P208482,Fashion,67.11,0.0,5,Debit Card,2024-05-29,6,East,No,335.55,8.09,109.35,21,Female
O119615,C14176,P219932,Electronics,245.63,0.15,2,COD,2023-11-05,5,Central,No,417.57,9.66,40.45,43,Male
O119616,C12155,P207688,Toys,40.37,0.05,2,Credit Card,2024-01-20,6,East,No,76.7,5.48,25.2,50,Female
O119617,C11344,P200059,Toys,5.84,0.0,1,PayPal,2024-06-29,4,North,No,5.84,1.74,0.6,40,Female
O119618,C15698,P238199,Electronics,210.28,0.05,1,Debit Card,2025-02-27,9,Central,No,199.77,7.55,16.42,60,Male
O119619,C16829,P228777,Fashion,22.17,0.0,1,Wallet,2024-03-19,5,West,No,22.17,4.76,3.0,49,Female
O119620,C10345,P219054,Toys,108.11,0.0,1,Credit Card,2024-11-29,4,North,No,108.11,4.95,38.29,55,Female
O119621,C11886,P247192,Grocery,31.46,0.1,5,Credit Card,2025-01-06,4,South,No,141.57,6.17,5.16,41,Male
O119622,C16471,P203339,Toys,16.69,0.0,1,UPI,2024-12-16,6,South,No,16.69,3.48,3.2,57,Male
O119623,C10554,P219173,Sports,64.25,0.0,1,Debit Card,2024-03-26,5,East,No,64.25,5.63,13.64,62,Female
O119624,C13770,P232582,Grocery,83.57,0.0,1,Debit Card,2024-06-25,5,East,No,83.57,4.34,2.35,62,Female
O119625,C14397,P236422,Fashion,16.36,0.1,3,Credit Card,2024-06-17,5,East,No,44.17,6.94,8.52,18,Female
O119626,C10199,P245955,Electronics,220.32,0.0,3,PayPal,2023-11-05,4,South,No,660.96,11.59,67.73,62,Other
O119627,C12940,P227068,Fashion,66.16,0.0,2,Credit Card,2024-02-04,4,West,No,132.32,6.87,39.44,55,Female
O119628,C13490,P238316,Grocery,17.02,0.0,1,Credit Card,2025-08-29,6,East,No,17.02,5.19,-3.83,59,Female
O119629,C15158,P221486,Grocery,12.24,0.15,1,Credit Card,2023-11-20,5,Central,No,10.4,3.93,-3.1,34,Male
O119630,C17899,P230641,Electronics,1036.13,0.05,1,Credit Card,2024-03-11,5,Central,No,984.32,10.45,107.67,47,Male
O119631,C10306,P219046,Home,47.31,0.15,2,Debit Card,2024-08-01,4,South,No,80.43,6.25,16.27,24,Male
O119632,C13075,P216585,Electronics,323.26,0.0,5,Credit Card,2025-06-18,7,East,No,1616.3,12.06,181.9,48,Female
O119633,C11656,P207087,Toys,34.71,0.05,1,Credit Card,2024-08-17,3,North,No,32.97,6.16,7.03,63,Female
O119634,C15967,P246102,Home,44.83,0.05,3,Debit Card,2025-05-13,5,South,No,127.77,5.55,30.23,44,Male
O119635,C17244,P241430,Grocery,27.98,0.15,2,Debit Card,2024-08-10,4,South,No,47.57,5.59,-1.78,29,Male
O119636,C16611,P240711,Electronics,381.25,0.1,1,Credit Card,2023-09-30,7,East,No,343.12,8.78,32.39,40,Female
O119637,C16322,P236124,Sports,57.18,0.0,1,Credit Card,2025-06-11,3,North,No,57.18,7.24,9.91,30,Male
O119638,C12692,P228330,Home,147.36,0.05,1,UPI,2025-01-31,4,South,No,139.99,5.42,33.78,42,Male
O119639,C15942,P243316,Fashion,134.4,0.0,1,Debit Card,2025-06-27,4,South,No,134.4,5.5,41.54,63,Female
O119640,C11764,P236741,Home,594.28,0.3,1,Credit Card,2025-06-10,3,North,No,416.0,9.06,107.42,24,Male
O119641,C10275,P213020,Home,53.52,0.0,1,Credit Card,2024-09-22,5,North,Yes,53.52,4.7,10.29,69,Male
O119642,C15271,P243543,Fashion,122.89,0.05,1,Debit Card,2024-10-10,5,North,No,116.75,7.28,33.58,57,Male
O119643,C17331,P204471,Sports,13.87,0.0,1,Credit Card,2024-02-11,4,South,No,13.87,3.63,0.53,32,Male
O119644,C13361,P227122,Sports,10.72,0.1,1,Credit Card,2024-10-03,4,North,No,9.65,2.79,0.1,27,Female
O119645,C11401,P203123,Electronics,349.11,0.05,1,UPI,2024-11-27,5,South,No,331.65,9.49,30.31,52,Female
O119646,C16764,P211333,Beauty,19.1,0.0,1,Credit Card,2025-07-12,4,North,No,19.1,5.22,3.38,42,Female
O119647,C14733,P238771,Sports,72.28,0.0,1,Credit Card,2025-04-16,5,East,No,72.28,6.06,15.62,27,Female
O119648,C11775,P203790,Electronics,136.66,0.05,1,Credit Card,2024-07-28,7,East,No,129.83,5.82,9.76,64,Female
O119649,C13381,P232036,Sports,99.48,0.0,3,UPI,2024-03-17,6,West,No,298.44,9.28,80.25,45,Female
O119650,C15025,P239289,Toys,2.34,0.2,1,Credit Card,2024-04-05,6,South,No,1.87,3.14,-2.39,36,Male
O119651,C14050,P235878,Toys,13.19,0.0,2,Credit Card,2025-08-14,6,South,No,26.38,5.15,5.4,43,Male
O119652,C13460,P224923,Electronics,198.59,0.0,1,PayPal,2023-10-02,3,North,No,198.59,6.19,17.64,22,Female
O119653,C11880,P201601,Sports,31.09,0.1,1,Wallet,2025-06-29,4,Central,No,27.98,7.08,1.31,35,Male
O119654,C17825,P211788,Toys,16.06,0.0,3,Credit Card,2024-05-31,3,North,No,48.18,5.43,13.84,30,Female
O119655,C13835,P221307,Home,164.32,0.05,1,Debit Card,2025-07-02,6,East,No,156.1,9.32,34.39,23,Male
O119656,C14278,P227129,Beauty,44.07,0.05,1,PayPal,2024-01-24,6,South,No,41.87,4.48,14.36,21,Male
O119657,C11844,P212712,Fashion,35.5,0.0,1,Debit Card,2025-08-27,4,Central,No,35.5,6.63,5.79,39,Female
O119658,C13377,P222303,Fashion,18.49,0.2,1,COD,2025-05-22,5,East,Yes,14.79,4.59,0.59,55,Female
O119659,C10071,P246515,Home,41.02,0.0,1,UPI,2025-05-24,5,South,No,41.02,5.74,5.75,46,Male
O119660,C17386,P216004,Electronics,331.31,0.0,1,UPI,2023-12-02,3,North,No,331.31,7.96,31.8,69,Male
O119661,C16862,P220162,Home,74.92,0.05,1,Credit Card,2023-12-29,9,South,No,71.17,5.07,14.86,32,Male
O119662,C17340,P241281,Fashion,23.79,0.05,1,Debit Card,2023-10-20,5,East,No,22.6,5.41,2.5,44,Female
O119663,C11676,P228237,Fashion,41.39,0.0,1,Credit Card,2024-03-09,5,North,No,41.39,6.08,8.41,64,Male
O119664,C11295,P210489,Home,117.03,0.0,3,PayPal,2024-01-05,6,East,No,351.09,7.22,91.09,30,Male
O119665,C16869,P216563,Toys,7.24,0.05,1,PayPal,2024-01-22,3,North,No,6.88,2.96,-0.21,19,Male
O119666,C17635,P220349,Fashion,28.37,0.0,1,Credit Card,2024-05-11,5,West,No,28.37,3.02,6.91,34,Female
O119667,C16412,P246059,Sports,130.95,0.0,1,Credit Card,2025-01-21,3,North,No,130.95,7.01,32.28,28,Male
O119668,C11043,P228143,Fashion,29.09,0.05,1,Debit Card,2025-03-11,5,North,No,27.64,6.31,3.36,52,Male
O119669,C12625,P248805,Electronics,240.83,0.3,4,Debit Card,2024-03-20,4,Central,No,674.32,9.74,71.18,51,Male
O119670,C13042,P215685,Grocery,14.45,0.05,4,COD,2025-01-16,7,West,No,54.91,6.49,-2.1,26,Male
O119671,C10814,P226609,Beauty,8.19,0.1,1,Debit Card,2024-03-15,5,South,No,7.37,3.38,-0.06,18,Female
O119672,C15622,P241697,Electronics,705.15,0.05,1,Credit Card,2025-04-29,3,North,No,669.89,8.57,71.82,18,Male
O119673,C12194,P236487,Beauty,13.12,0.0,2,Credit Card,2024-03-17,6,West,No,26.24,5.54,6.27,36,Male
O119674,C13500,P249206,Electronics,428.19,0.15,3,COD,2024-10-27,3,North,No,1091.88,11.29,119.74,29,Female
O119675,C17332,P211117,Grocery,5.64,0.1,3,COD,2024-04-17,6,South,No,15.23,5.79,-4.57,62,Female
O119676,C17033,P223041,Fashion,56.36,0.05,1,Credit Card,2024-12-22,5,Central,Yes,53.54,5.48,13.26,36,Female
O119677,C10309,P226009,Toys,8.39,0.0,1,Debit Card,2024-09-10,4,West,No,8.39,1.42,1.94,33,Female
O119678,C16661,P244602,Fashion,72.78,0.0,1,Debit Card,2024-06-06,5,North,No,72.78,7.64,17.83,28,Other
O119679,C12061,P219678,Beauty,5.71,0.0,1,Debit Card,2024-05-29,6,South,No,5.71,2.7,-0.13,25,Male
O119680,C14227,P236623,Grocery,5.84,0.0,1,PayPal,2024-05-19,4,West,No,5.84,2.88,-2.41,56,Male
O119681,C11877,P213369,Fashion,46.21,0.15,1,COD,2024-08-15,7,East,No,39.28,6.2,7.55,34,Female
O119682,C12802,P235519,Electronics,375.95,0.0,1,Credit Card,2024-11-22,4,South,No,375.95,8.94,36.17,34,Male
O119683,C12486,P228209,Beauty,6.64,0.2,1,Debit Card,2025-06-11,6,North,No,5.31,4.46,-2.07,40,Female
O119684,C16886,P233492,Electronics,175.12,0.0,2,Credit Card,2024-07-09,5,South,No,350.24,8.79,33.24,41,Female
O119685,C14835,P242213,Sports,20.56,0.1,1,COD,2024-04-10,6,East,No,18.5,4.39,1.16,66,Other
O119686,C13745,P209369,Beauty,47.05,0.0,1,Credit Card,2024-09-02,7,South,No,47.05,5.88,15.29,51,Male
O119687,C10794,P242256,Fashion,207.28,0.2,1,Wallet,2025-04-15,5,East,No,165.82,6.41,51.63,34,Male
O119688,C16406,P240817,Sports,42.82,0.15,2,UPI,2024-07-12,4,South,No,72.79,7.42,14.42,42,Female
O119689,C16786,P213357,Fashion,37.45,0.05,1,Credit Card,2025-04-10,4,Central,No,35.58,5.51,6.94,36,Female
O119690,C14014,P249001,Grocery,10.3,0.15,1,Debit Card,2024-03-21,6,South,No,8.76,5.29,-4.59,35,Male
O119691,C17392,P225470,Fashion,13.83,0.05,1,Credit Card,2024-04-09,6,South,No,13.14,3.79,0.81,53,Male
O119692,C14353,P218883,Toys,23.66,0.0,1,Debit Card,2024-11-11,4,South,Yes,23.66,6.74,2.72,69,Male
O119693,C15353,P201329,Fashion,40.76,0.0,4,Credit Card,2024-09-19,5,North,No,163.04,8.29,48.77,33,Male
O119694,C13407,P227050,Sports,80.92,0.0,3,UPI,2025-08-03,4,South,No,242.76,8.66,64.17,54,Male
O119695,C12456,P231407,Electronics,69.62,0.0,1,Wallet,2024-03-07,6,West,No,69.62,7.81,0.54,61,Female
O119696,C11851,P212538,Fashion,9.1,0.0,1,Credit Card,2023-10-28,3,Central,No,9.1,5.21,-2.03,65,Male
O119697,C10974,P218834,Electronics,1133.02,0.2,1,Credit Card,2023-09-30,6,East,No,906.42,9.49,99.28,19,Female
O119698,C11047,P246821,Home,379.8,0.0,1,Credit Card,2025-04-26,6,East,No,379.8,9.54,96.8,57,Female
O119699,C14366,P247303,Home,12.42,0.2,1,PayPal,2024-03-29,5,Central,No,9.94,4.98,-2.2,49,Female
O119700,C15214,P242129,Fashion,43.23,0.15,3,Credit Card,2024-10-02,6,South,No,110.24,7.2,31.38,34,Female
O119701,C14237,P229746,Grocery,1.88,0.0,1,Credit Card,2023-10-26,3,Central,No,1.88,0.0,0.15,30,Male
O119702,C17861,P239825,Fashion,82.47,0.15,1,COD,2024-05-29,3,North,No,70.1,7.06,17.47,49,Female
O119703,C13789,P211631,Toys,2.99,0.0,1,Credit Card,2024-01-28,4,North,No,2.99,4.3,-3.1,19,Male
O119704,C14997,P243327,Home,114.94,0.0,1,COD,2025-04-25,5,South,No,114.94,5.2,26.98,60,Male
O119705,C13021,P204294,Fashion,52.48,0.0,1,UPI,2024-06-15,5,South,No,52.48,5.39,12.98,39,Male
O119706,C17248,P242424,Fashion,9.97,0.0,3,Credit Card,2024-01-12,5,South,No,29.91,5.71,4.76,64,Female
O119707,C14369,P246138,Beauty,25.11,0.05,1,UPI,2023-10-01,5,East,No,23.85,6.39,4.34,45,Male
O119708,C16419,P218114,Fashion,144.72,0.0,1,Debit Card,2024-04-12,5,West,No,144.72,6.83,43.82,36,Female
O119709,C14029,P208149,Toys,4.01,0.05,1,Debit Card,2025-05-14,4,North,No,3.81,2.54,-1.02,56,Female
O119710,C10464,P247246,Grocery,16.2,0.0,1,Credit Card,2024-10-07,4,Central,No,16.2,2.2,-0.9,42,Female
O119711,C15327,P233891,Fashion,20.56,0.05,1,UPI,2024-11-28,5,North,No,19.53,4.24,2.6,62,Female
O119712,C15415,P223577,Electronics,153.89,0.0,1,Debit Card,2024-05-06,6,East,No,153.89,7.14,11.33,34,Female
O119713,C17206,P232175,Fashion,43.62,0.0,1,Credit Card,2024-11-17,7,East,No,43.62,5.93,9.34,34,Female
O119714,C10287,P249416,Home,356.14,0.15,3,COD,2024-07-22,6,East,No,908.16,10.38,243.9,47,Male
O119715,C13195,P248134,Fashion,17.9,0.2,1,Credit Card,2025-02-18,4,West,No,14.32,4.48,0.53,37,Male
O119716,C10875,P218413,Grocery,66.97,0.0,1,Credit Card,2024-04-09,5,North,No,66.97,7.08,-1.72,24,Male
O119717,C11992,P239642,Toys,3.89,0.1,1,Credit Card,2024-10-28,4,South,Yes,3.5,2.55,-1.15,49,Female
O119718,C17450,P203766,Grocery,38.08,0.05,1,COD,2025-03-22,6,Central,No,36.18,3.95,-1.06,33,Female
O119719,C12925,P241355,Home,12.37,0.2,1,COD,2024-05-29,8,North,No,9.9,5.08,-2.31,64,Female
O119720,C16323,P239824,Fashion,13.7,0.0,2,COD,2024-08-30,4,Central,No,27.4,5.13,4.46,29,Female
O119721,C11120,P226056,Home,503.21,0.05,1,Debit Card,2024-01-25,4,South,No,478.05,9.13,124.72,31,Male
O119722,C15310,P208299,Beauty,10.58,0.0,1,Credit Card,2024-07-17,6,East,No,10.58,3.3,1.46,18,Female
O119723,C17241,P236331,Sports,10.7,0.0,1,Debit Card,2024-03-16,4,South,No,10.7,4.13,-0.92,19,Male
O119724,C10446,P243866,Grocery,29.48,0.0,1,COD,2024-05-14,5,North,No,29.48,5.07,-2.71,47,Female
O119725,C12832,P207849,Home,332.99,0.0,2,Debit Card,2025-02-25,4,North,No,665.98,9.25,177.22,68,Female
O119726,C13568,P213771,Fashion,72.07,0.1,4,Credit Card,2024-02-07,5,East,Yes,259.45,7.92,82.89,62,Male
O119727,C16704,P229604,Fashion,142.96,0.0,1,UPI,2024-01-20,4,Central,No,142.96,7.66,42.38,26,Female
O119728,C16627,P206035,Sports,40.37,0.0,2,Debit Card,2025-02-27,5,West,No,80.74,5.39,18.83,56,Male
O119729,C12896,P215104,Beauty,28.39,0.0,1,Credit Card,2024-07-02,6,South,No,28.39,5.26,7.52,56,Male
O119730,C10721,P207959,Home,188.56,0.0,4,Credit Card,2024-09-10,4,West,No,754.24,9.79,201.4,21,Female
O119731,C12163,P203196,Fashion,183.7,0.0,1,UPI,2024-06-30,4,West,No,183.7,7.73,56.56,51,Male
O119732,C12582,P236899,Toys,46.92,0.15,1,PayPal,2024-02-09,6,East,No,39.88,4.3,11.65,31,Female
O119733,C17265,P219459,Toys,3.2,0.05,1,Credit Card,2023-12-20,5,West,Yes,3.04,2.04,-0.82,31,Male
O119734,C11351,P200412,Electronics,184.57,0.0,2,PayPal,2024-11-08,3,North,No,369.14,10.18,34.12,52,Female
O119735,C13980,P227734,Home,135.72,0.0,2,Credit Card,2025-06-08,3,Central,No,271.44,8.31,67.69,62,Female
O119736,C14502,P208674,Beauty,50.38,0.05,1,Credit Card,2024-03-29,4,West,No,47.86,4.64,16.9,43,Male
O119737,C13384,P211151,Home,53.19,0.05,1,Wallet,2024-10-16,6,South,No,50.53,5.32,8.83,24,Male
O119738,C11725,P236615,Home,11.06,0.05,1,PayPal,2023-11-10,5,East,No,10.51,4.49,-1.55,24,Female
O119739,C10693,P208794,Sports,30.35,0.15,1,Credit Card,2024-11-09,4,South,Yes,25.8,4.31,3.43,39,Male
O119740,C17315,P224358,Electronics,230.04,0.05,1,Wallet,2024-10-12,6,North,No,218.54,9.17,17.05,34,Male
O119741,C13413,P233849,Home,18.31,0.0,2,Debit Card,2024-02-26,5,South,No,36.62,5.66,4.59,19,Female
O119742,C10494,P228843,Fashion,7.13,0.1,1,Credit Card,2025-01-30,6,South,No,6.42,1.84,0.41,33,Female
O119743,C10947,P224046,Electronics,216.9,0.0,1,Credit Card,2025-04-29,6,South,No,216.9,8.27,17.76,19,Male
O119744,C10022,P208216,Home,147.43,0.05,4,Debit Card,2025-07-18,5,North,No,560.23,9.24,147.62,22,Female
O119745,C11128,P208389,Electronics,452.88,0.0,1,Credit Card,2024-08-18,6,West,No,452.88,10.0,44.35,56,Male
O119746,C15794,P241382,Fashion,42.42,0.0,2,Debit Card,2024-01-26,5,East,No,84.84,5.49,24.2,69,Female
O119747,C17746,P217525,Home,85.38,0.0,1,COD,2025-04-30,5,North,Yes,85.38,5.95,17.96,22,Female
O119748,C17969,P210245,Grocery,1.25,0.2,2,UPI,2025-08-13,6,North,No,2.0,1.58,-1.42,25,Male
O119749,C17968,P217504,Sports,39.95,0.0,1,COD,2025-04-20,5,East,No,39.95,6.09,5.9,22,Male
O119750,C10557,P212359,Fashion,59.49,0.0,1,Credit Card,2024-03-10,3,Central,No,59.49,7.12,13.7,21,Female
O119751,C11616,P231648,Home,88.61,0.0,1,Debit Card,2025-03-22,4,Central,No,88.61,7.82,16.99,32,Male
O119752,C15036,P204527,Home,50.38,0.0,1,Credit Card,2025-06-19,5,South,No,50.38,7.91,6.2,56,Female
O119753,C13730,P245435,Electronics,134.7,0.0,1,UPI,2025-03-28,5,East,No,134.7,6.92,9.24,46,Male
O119754,C15341,P226369,Electronics,55.66,0.0,1,Credit Card,2023-10-27,3,North,No,55.66,8.58,-1.9,54,Female
O119755,C16998,P206693,Electronics,616.58,0.0,4,Credit Card,2023-10-04,5,South,No,2466.32,12.8,283.16,42,Male
O119756,C17182,P237671,Beauty,54.55,0.0,3,Credit Card,2024-01-18,6,East,No,163.65,5.98,67.66,66,Male
O119757,C17034,P232823,Sports,54.76,0.2,1,UPI,2023-10-12,4,South,No,43.81,4.82,8.32,61,Male
O119758,C11656,P223142,Beauty,32.6,0.0,1,Debit Card,2024-06-15,4,Central,No,32.6,4.77,9.9,27,Male
O119759,C14173,P213414,Grocery,1.88,0.0,1,Debit Card,2023-10-20,6,South,No,1.88,0.0,0.15,49,Male
O119760,C15441,P235031,Electronics,763.64,0.0,1,Credit Card,2024-07-06,5,South,No,763.64,9.85,81.79,28,Female
O119761,C10806,P228274,Grocery,32.24,0.05,1,Credit Card,2025-07-25,3,North,No,30.63,5.71,-3.26,20,Male
O119762,C13312,P241250,Home,32.46,0.2,2,Debit Card,2024-12-12,6,East,No,51.94,5.84,8.7,56,Male
O119763,C15137,P215050,Fashion,79.58,0.05,2,Debit Card,2024-08-20,5,South,No,151.2,8.37,44.55,62,Female
O119764,C14863,P218378,Grocery,9.44,0.3,1,Credit Card,2023-12-11,4,South,No,6.61,1.37,-0.84,38,Female
O119765,C10453,P217218,Home,160.45,0.0,2,COD,2024-03-04,5,South,No,320.9,9.16,80.69,28,Female
O119766,C17610,P238038,Fashion,36.65,0.15,1,UPI,2024-10-23,5,West,No,31.15,5.25,5.65,52,Female
O119767,C12975,P214272,Fashion,9.03,0.0,1,Credit Card,2025-01-03,4,West,No,9.03,5.57,-2.41,25,Male
O119768,C12324,P214526,Fashion,95.11,0.05,1,Debit Card,2024-08-26,6,East,Yes,90.35,6.33,25.29,46,Female
O119769,C11447,P214742,Grocery,2.18,0.0,1,UPI,2024-10-16,7,South,No,2.18,0.31,-0.14,47,Male
O119770,C15595,P242874,Fashion,26.95,0.0,1,Debit Card,2024-08-22,4,West,No,26.95,7.34,2.09,22,Male
O119771,C15146,P243561,Grocery,57.17,0.0,1,Credit Card,2024-08-18,3,Central,No,57.17,6.51,-1.94,43,Male
O119772,C12561,P234269,Fashion,32.35,0.0,1,Debit Card,2024-09-22,6,South,No,32.35,5.14,6.18,50,Other
O119773,C15984,P215295,Fashion,89.39,0.0,1,Credit Card,2024-09-11,5,West,No,89.39,7.65,23.64,49,Female
O119774,C12511,P215553,Fashion,14.1,0.0,2,Credit Card,2024-06-28,5,East,No,28.2,4.94,4.93,50,Male
O119775,C16950,P244281,Home,243.36,0.2,1,Credit Card,2024-04-11,4,West,No,194.69,7.81,46.7,42,Female
O119776,C12871,P221072,Fashion,35.41,0.0,1,PayPal,2023-11-15,6,East,No,35.41,5.19,7.2,26,Female
O119777,C10362,P204136,Sports,80.13,0.0,3,Debit Card,2025-07-27,6,West,Yes,240.39,9.32,62.8,47,Male
O119778,C13454,P214705,Fashion,175.25,0.0,2,PayPal,2023-10-29,4,West,No,350.5,8.08,114.6,19,Female
O119779,C12798,P216403,Toys,44.73,0.0,1,Credit Card,2024-06-18,4,West,No,44.73,4.48,13.41,62,Female
O119780,C14620,P217416,Toys,10.4,0.0,2,Debit Card,2025-01-07,4,Central,No,20.8,2.77,5.55,53,Male
O119781,C13453,P241784,Fashion,151.71,0.15,1,Debit Card,2024-01-16,5,South,No,128.95,6.73,38.4,65,Male
O119782,C13255,P246715,Sports,20.7,0.0,1,COD,2025-02-12,6,West,No,20.7,4.92,1.29,45,Female
O119783,C11217,P219658,Toys,2.52,0.1,1,Debit Card,2023-09-23,5,West,No,2.27,2.3,-1.39,32,Female
O119784,C11485,P211853,Beauty,21.64,0.0,1,UPI,2024-12-18,4,West,No,21.64,4.06,5.68,39,Male
O119785,C12103,P228369,Home,203.45,0.15,1,COD,2023-11-29,4,South,No,172.93,5.82,42.6,60,Other
O119786,C15349,P247121,Home,42.87,0.05,3,Credit Card,2024-08-17,3,North,No,122.18,6.52,27.69,63,Male
O119787,C12536,P200747,Toys,3.65,0.0,1,Debit Card,2024-10-18,5,South,No,3.65,1.26,0.2,50,Female
O119788,C17195,P243326,Fashion,96.82,0.15,1,Credit Card,2025-06-04,3,Central,Yes,82.3,7.91,20.89,67,Female
O119789,C11855,P248839,Fashion,216.0,0.0,1,PayPal,2025-06-07,4,Central,No,216.0,8.42,67.18,58,Male
O119790,C17750,P239772,Electronics,435.19,0.0,1,Debit Card,2025-09-06,4,Central,No,435.19,7.46,44.76,47,Female
O119791,C14817,P217351,Home,497.1,0.05,1,Debit Card,2025-03-12,5,West,No,472.24,7.87,124.36,51,Female
O119792,C16079,P248409,Electronics,631.04,0.1,1,Debit Card,2024-05-15,4,South,No,567.94,9.88,58.27,19,Male
O119793,C11207,P203547,Fashion,19.27,0.05,1,Credit Card,2024-01-27,5,West,No,18.31,1.91,4.5,53,Female
O119794,C11448,P232711,Home,25.31,0.05,2,Credit Card,2025-01-02,6,South,No,48.09,5.41,8.06,56,Female
O119795,C15494,P229011,Fashion,86.37,0.0,1,Credit Card,2024-10-02,4,North,No,86.37,6.49,23.74,23,Male
O119796,C16184,P219182,Electronics,400.23,0.15,1,UPI,2023-11-09,4,South,Yes,340.2,7.85,32.97,48,Female
O119797,C11507,P235783,Beauty,44.06,0.2,2,UPI,2024-08-30,5,East,No,70.5,6.23,25.5,62,Female
O119798,C11003,P202023,Toys,26.92,0.0,1,PayPal,2024-07-22,4,Central,No,26.92,4.06,6.71,57,Female
O119799,C16403,P208592,Fashion,39.59,0.0,2,Credit Card,2023-10-05,5,East,No,79.18,4.23,23.48,55,Female
