formula,categoria,descripcion,url,sintaxis,nombreFormula,idioma
FISHER,Estadística,Devuelve la transformación Fisher.,https://support.microsoft.com/es-es/office/funci%C3%B3n-fisher-d656523c-5076-4f95-b87b-7741bf236c69,FISHER(x),FISHER,es-es
FONETICO,Texto,Extrae los caracteres fonéticos (furigana) de una cadena de texto.,https://support.microsoft.com/es-es/office/fonetico-funci%C3%B3n-fonetico-9a329dac-0c0f-42f8-9a55-639086988554,FONETICO(ref),FONETICO,es-es
FORECAST.ETS,Estadística,Devuelve un valor futuro en función de los valores existentes (históricos) mediante la versión AAA del algoritmo de suavizado exponencial (ETS).,https://support.microsoft.com/es-es/office/funciones-de-previsi%C3%B3n-referencia-897a2fe9-6595-4680-a0b0-93e0308d5f6e#_FORECAST.ETS,=Funciones(),Funciones,es-es
FORECAST.ETS.CONFINT,Estadística,Devuelve un intervalo de confianza para el valor de previsión en la fecha de destino especificada.,https://support.microsoft.com/es-es/office/funciones-de-previsi%C3%B3n-referencia-897a2fe9-6595-4680-a0b0-93e0308d5f6e#_FORECAST.ETS.CONFINT,=Funciones(),Funciones,es-es
FORECAST.ETS.SEASONALITY,Estadística,Devuelve la longitud del patrón repetitivo que Excel detecta para la serie de tiempo especificado.,https://support.microsoft.com/es-es/office/funciones-de-previsi%C3%B3n-referencia-897a2fe9-6595-4680-a0b0-93e0308d5f6e#_FORECAST.ETS.SEASONALITY,=Funciones(),Funciones,es-es
FORECAST.ETS.STAT,Estadística,Devuelve un valor estadístico como resultado de una previsión de serie temporal.,https://support.microsoft.com/es-es/office/funciones-de-previsi%C3%B3n-referencia-897a2fe9-6595-4680-a0b0-93e0308d5f6e#_FORECAST.ETS.STAT,=Funciones(),Funciones,es-es
FORECAST.LINEAR,Estadística,Devuelve un valor futuro en función de los valores existentes.,https://support.microsoft.com/es-es/office/funciones-de-previsi%C3%B3n-referencia-897a2fe9-6595-4680-a0b0-93e0308d5f6e#_FORECAST.LINEAR,=Funciones(),Funciones,es-es
FORMULATEXTO,Búsqueda y referencia,Devuelve la fórmula en la referencia dada como texto.,https://support.microsoft.com/es-es/office/formulatexto-funci%C3%B3n-formulatexto-0a786771-54fd-4ae2-96ee-09cda35439c8,FORMULATEXTO(reference),FORMULATEXTO,es-es
FRAC.AÑO,Fecha y hora,Devuelve la fracción del año que representa el número de días completos entre la fecha_inicial y la fecha_final.,https://support.microsoft.com/es-es/office/frac-a%C3%B1o-funci%C3%B3n-frac-a%C3%B1o-3844141e-c76d-4143-82b6-208454ddc6a8,US (NASD) 30/360,FRAC.AÑO,es-es
FRECUENCIA,Estadística,Devuelve una distribución de frecuencia como una matriz vertical.,https://support.microsoft.com/es-es/office/funci%C3%B3n-frecuencia-44e3be2b-eca0-42cd-a3f7-fd9ea898fdb9,=FRECUENCIA(),FRECUENCIA,es-es
FUN.ERROR,Ingeniería,Devuelve la función de error.,https://support.microsoft.com/es-es/office/funci%C3%B3n-fun-error-c53c7e7b-5482-4b6c-883e-56df3c9af349,"FUN.ERROR(límite_inferior,[límite_superior])",FUN.ERROR,es-es
FUN.ERROR.COMPL,Ingeniería,Devuelve la función de error complementaria.,https://support.microsoft.com/es-es/office/funci%C3%B3n-fun-error-compl-736e0318-70ba-4e8b-8d08-461fe68b71b3,FUN.ERROR.COMPL(x),FUN.ERROR.COMPL,es-es
FUN.ERROR.COMPL.EXACTO,Ingeniería,Devuelve la función ERF complementaria integrada entre x e infinito.,https://support.microsoft.com/es-es/office/funci%C3%B3n-fun-error-compl-exacto-e90e6bab-f45e-45df-b2ac-cd2eb4d4a273,FUN.ERROR.COMPL.EXACTO(x),FUN.ERROR.COMPL.EXACTO,es-es
FUN.ERROR.EXACTO,Ingeniería,Devuelve la función de error.,https://support.microsoft.com/es-es/office/fun-error-exacto-funci%C3%B3n-fun-error-exacto-9a349593-705c-4278-9a98-e4122831a8e0,FUN.ERROR.EXACTO(x),FUN.ERROR.EXACTO,es-es
GAMMA,Estadística,Devuelve el valor de la función gamma.,https://support.microsoft.com/es-es/office/gamma-funci%C3%B3n-gamma-ce1702b1-cf55-471d-8307-f83be0fc5297,GAMMA(número),GAMMA,es-es
GAMMA.DIST,Estadística,Devuelve la distribución gamma,https://support.microsoft.com/es-es/office/distr-gamma-n-funci%C3%B3n-distr-gamma-n-9b6f1538-d11c-4d5f-8966-21f6a2201def,"DISTR.GAMMA.N(x,alfa,beta,acumulado)",DISTR.GAMMA.N,es-es
GAMMA.LN,Estadística,"Devuelve el logaritmo natural de la función gamma, Γ(x).",https://support.microsoft.com/es-es/office/gammaln-funci%C3%B3n-b838c48b-c65f-484f-9e1d-141c55470eb9,GAMMA.LN(x),GAMMALN,es-es
GAMMA.LN.EXACTO,Estadística,"Devuelve el logaritmo natural de la función gamma, Γ(x).",https://support.microsoft.com/es-es/office/funci%C3%B3n-gamma-ln-exacto-5cdfe601-4e1e-4189-9d74-241ef1caa599,GAMMA.LN.EXACTO(x),GAMMA.LN.EXACTO,es-es
GAUSS,Estadística,"Devuelve un 0,5 menos que la distribución acumulativa normal estándar.",https://support.microsoft.com/es-es/office/gauss-funci%C3%B3n-gauss-069f1b4e-7dee-4d6a-a71f-4b69044a6b33,GAUSS(z),GAUSS,es-es
GRADOS,Matemáticas y trigonometría,Convierte radianes en grados.,https://support.microsoft.com/es-es/office/funci%C3%B3n-grados-4d6ec4db-e694-4b94-ace0-1cc3f61f9ba1,GRADOS(ángulo),GRADOS,es-es
HEX.A.BIN,Ingeniería,Convierte un número hexadecimal en binario.,https://support.microsoft.com/es-es/office/funci%C3%B3n-hex-a-bin-a13aafaa-5737-4920-8424-643e581828c1,"HEX.A.BIN(número, [caracteres])",HEX.A.BIN,es-es
HEX.A.DEC,Ingeniería,Convierte un número hexadecimal en decimal.,https://support.microsoft.com/es-es/office/funci%C3%B3n-hex-a-dec-8c8c3155-9f37-45a5-a3ee-ee5379ef106e,HEX.A.DEC(número),HEX.A.DEC,es-es
HEX.A.OCT,Ingeniería,Convierte un número hexadecimal en octal.,https://support.microsoft.com/es-es/office/funci%C3%B3n-hex-a-oct-54d52808-5d19-4bd0-8a63-1096a5d11912,"HEX.A.OCT(número, [caracteres])",HEX.A.OCT,es-es
HIPERVINCULO,Búsqueda y referencia,"Crea un acceso directo o salto que abre un documento almacenado en un servidor de red, una intranet o Internet.",https://support.microsoft.com/es-es/office/hipervinculo-funci%C3%B3n-hipervinculo-333c7ce6-c5ae-4164-9c47-7de9b76f577f,"=HIPERVINCULO(""http://example.microsoft.com/informe/informe presupuestario.xlsx""; ""Haga clic para ver el informe"")",HIPERVINCULO,es-es
HISTORIALCOTIZACIONES,Finanzas,Recupera los datos históricos sobre un instrumento financiero.,https://support.microsoft.com/es-es/office/funci%C3%B3n-historialcotizaciones-1ac8b5b3-5f62-4d94-8ab8-7504ec7239a8,=HISTORIALCOTIZACIONES(),HISTORIALCOTIZACIONES,es-es
HOJA,Información,Devuelve el número de hoja de la hoja a la que se hace referencia.,https://support.microsoft.com/es-es/office/hoja-funci%C3%B3n-hoja-44718b6f-8b87-47a1-a9d6-b701c06cff24,HOJA(valor),HOJA,es-es
HOJAS,Información,Devuelve el número de hojas de una referencia.,https://support.microsoft.com/es-es/office/hojas-funci%C3%B3n-hojas-770515eb-e1e8-45ce-8066-b557e5e4b80b,HOJAS(referencia),HOJAS,es-es
HORA,Fecha y hora,Convierte un número de serie en una hora,https://support.microsoft.com/es-es/office/funci%C3%B3n-hora-a3afa879-86cb-4339-b1b5-2dd2d7310ac7,HORA(núm_de_serie),HORA,es-es
HORANUMERO,Fecha y hora,Convierte una hora en un número de serie en formato de texto.,https://support.microsoft.com/es-es/office/funci%C3%B3n-horanumero-0b615c12-33d8-4431-bf3d-f3eb6d186645,HORANUMERO(texto_de_hora),HORANUMERO,es-es
HOY,Fecha y hora,Devuelve el número de serie de la fecha de hoy.,https://support.microsoft.com/es-es/office/hoy-funci%C3%B3n-hoy-5eb3078d-a82c-4736-8930-2f51a028fdd9,=HOY(),HOY,es-es
ID.REGISTRO,Complementos y automatización,Devuelve el número de id. del registro de la biblioteca de vínculos dinámicos (DLL) especificada o del recurso de código previamente registrado.,https://support.microsoft.com/es-es/office/id-registro-funci%C3%B3n-id-registro-f8f0af0f-fd66-4704-a0f2-87b27b175b50,"ID.REGISTRO(módulo,procedimiento,[tipo])",ID.REGISTRO,es-es
IGUAL,Texto,Comprueba si dos valores de texto son idénticos.,https://support.microsoft.com/es-es/office/igual-funci%C3%B3n-igual-d3087698-fc15-4a15-9631-12575cf29926,"IGUAL(texto1, texto2)",IGUAL,es-es
IM.ABS,Ingeniería,Devuelve el valor absoluto (módulo) de un número complejo.,https://support.microsoft.com/es-es/office/funci%C3%B3n-im-abs-b31e73c6-d90c-4062-90bc-8eb351d765a1,IM.ABS(inúmero),IM.ABS,es-es
IM.ANGULO,Ingeniería,"Devuelve el argumento theta, un ángulo expresado en radianes.",https://support.microsoft.com/es-es/office/funci%C3%B3n-im-angulo-eed37ec1-23b3-4f59-b9f3-d340358a034a,IM.ANGULO(inúmero),IM.ANGULO,es-es
IM.CONJUGADA,Ingeniería,Devuelve el conjugado de un número complejo.,https://support.microsoft.com/es-es/office/funci%C3%B3n-im-conjugada-2e2fc1ea-f32b-4f9b-9de6-233853bafd42,IM.CONJUGADA(inúmero),IM.CONJUGADA,es-es
IM.COS,Ingeniería,Devuelve el coseno de un número complejo.,https://support.microsoft.com/es-es/office/funci%C3%B3n-im-cos-dad75277-f592-4a6b-ad6c-be93a808a53c,IM.COS(inúmero),IM.COS,es-es
IM.COSH,Ingeniería,Devuelve el coseno hiperbólico de un número complejo.,https://support.microsoft.com/es-es/office/im-cosh-funci%C3%B3n-im-cosh-053e4ddb-4122-458b-be9a-457c405e90ff,IM.COSH(Inúmero),IM.COSH,es-es
IM.COT,Ingeniería,Devuelve la cotangente de un número complejo.,https://support.microsoft.com/es-es/office/im-cot-funci%C3%B3n-im-cot-dc6a3607-d26a-4d06-8b41-8931da36442c,IM.COT(Inúmero),IM.COT,es-es
IM.CSC,Ingeniería,Devuelve la cosecante de un número complejo.,https://support.microsoft.com/es-es/office/im-csc-funci%C3%B3n-im-csc-9e158d8f-2ddf-46cd-9b1d-98e29904a323,IM.CSC(inúmero),IM.CSC,es-es
IM.CSCH,Ingeniería,Devuelve la cosecante hiperbólica de un número complejo.,https://support.microsoft.com/es-es/office/im-csch-funci%C3%B3n-im-csch-c0ae4f54-5f09-4fef-8da0-dc33ea2c5ca9,IM.CSCH(inúmero),IM.CSCH,es-es
IM.DIV,Ingeniería,Devuelve el cociente de dos números complejos.,https://support.microsoft.com/es-es/office/funci%C3%B3n-im-div-a505aff7-af8a-4451-8142-77ec3d74d83f,"IM.DIV(inúmero1, inúmero2)",IM.DIV,es-es
IM.EXP,Ingeniería,Devuelve el valor exponencial de un número complejo.,https://support.microsoft.com/es-es/office/funci%C3%B3n-im-exp-c6f8da1f-e024-4c0c-b802-a60e7147a95f,IM.EXP(inúmero),IM.EXP,es-es
IM.LN,Ingeniería,Devuelve el logaritmo natural de un número complejo.,https://support.microsoft.com/es-es/office/im-ln-funci%C3%B3n-im-ln-32b98bcf-8b81-437c-a636-6fb3aad509d8,IM.LN(inúmero),IM.LN,es-es
IM.LOG10,Ingeniería,Devuelve el logaritmo en base 10 de un número complejo.,https://support.microsoft.com/es-es/office/funci%C3%B3n-im-log10-58200fca-e2a2-4271-8a98-ccd4360213a5,IM.LOG10(inúmero),IM.LOG10,es-es
IM.LOG2,Ingeniería,Devuelve el logaritmo en base 2 de un número complejo.,https://support.microsoft.com/es-es/office/funci%C3%B3n-im-log2-152e13b4-bc79-486c-a243-e6a676878c51,IM.LOG2(inúmero),IM.LOG2,es-es
IM.POT,Ingeniería,Devuelve un número complejo elevado a una potencia entera.,https://support.microsoft.com/es-es/office/funci%C3%B3n-im-pot-210fd2f5-f8ff-4c6a-9d60-30e34fbdef39,"IM.POT(inúmero, número)",IM.POT,es-es
IM.PRODUCT,Ingeniería,Devuelve el producto de números complejos.,https://support.microsoft.com/es-es/office/funci%C3%B3n-im-product-2fb8651a-a4f2-444f-975e-8ba7aab3a5ba,"IM.PRODUCT(inúmero1, inúmero2, ...)",IM.PRODUCT,es-es
IM.RAIZ2,Ingeniería,Devuelve la raíz cuadrada de un número complejo.,https://support.microsoft.com/es-es/office/funci%C3%B3n-im-raiz2-e1753f80-ba11-4664-a10e-e17368396b70,IM.RAIZ2(inúmero),IM.RAIZ2,es-es
IM.REAL,Ingeniería,Devuelve el coeficiente real de un número complejo.,https://support.microsoft.com/es-es/office/funci%C3%B3n-im-real-d12bc4c0-25d0-4bb3-a25f-ece1938bf366,IM.REAL(inúmero),IM.REAL,es-es
IM.SEC,Ingeniería,Devuelve la secante de un número complejo.,https://support.microsoft.com/es-es/office/im-sec-funci%C3%B3n-im-sec-6df11132-4411-4df4-a3dc-1f17372459e0,IM.SEC(inúmero),IM.SEC,es-es
IM.SECH,Ingeniería,Devuelve la secante hiperbólica de un número complejo.,https://support.microsoft.com/es-es/office/im-sech-funci%C3%B3n-im-sech-f250304f-788b-4505-954e-eb01fa50903b,IM.SECH(inúmero),IM.SECH,es-es
IM.SENO,Ingeniería,Devuelve el seno de un número complejo.,https://support.microsoft.com/es-es/office/funci%C3%B3n-im-seno-1ab02a39-a721-48de-82ef-f52bf37859f6,IM.SENO(inúmero),IM.SENO,es-es
IM.SENOH,Ingeniería,Devuelve el seno hiperbólico de un número complejo.,https://support.microsoft.com/es-es/office/im-senoh-funci%C3%B3n-im-senoh-dfb9ec9e-8783-4985-8c42-b028e9e8da3d,IM.SENOH(inúmero),IM.SENOH,es-es
IM.SUM,Ingeniería,Devuelve la suma de números complejos.,https://support.microsoft.com/es-es/office/funci%C3%B3n-im-sum-81542999-5f1c-4da6-9ffe-f1d7aaa9457f,"IM.SUM(inúmero1, [inúmero2], ...)",IM.SUM,es-es
IM.SUSTR,Ingeniería,Devuelve la diferencia entre dos números complejos.,https://support.microsoft.com/es-es/office/funci%C3%B3n-im-sustr-2e404b4d-4935-4e85-9f52-cb08b9a45054,"IM.SUSTR(inúmero1, inúmero2)",IM.SUSTR,es-es
IM.TAN,Ingeniería,Devuelve la tangente de un número complejo.,https://support.microsoft.com/es-es/office/im-tan-funci%C3%B3n-im-tan-8478f45d-610a-43cf-8544-9fc0b553a132,IM.TAN(inúmero),IM.TAN,es-es
IMAGEN,Búsqueda y referencia,Devuelve una imagen de un origen determinado,https://support.microsoft.com/es-es/office/funci%C3%B3n-imagen-7e112975-5e52-4f2a-b9da-1d913d51f5d5,"=IMAGE(source, [alt_text], [sizing], [height], [width])",IMAGEN,es-es
IMAGINARIO,Ingeniería,Devuelve el coeficiente imaginario de un número complejo.,https://support.microsoft.com/es-es/office/imaginario-funci%C3%B3n-imaginario-dd5952fd-473d-44d9-95a1-9a17b23e428a,IMAGINARIO(inúmero),IMAGINARIO,es-es
IMPORTARDATOSDINAMICOS,Búsqueda y referencia,Devuelve los datos almacenados en un informe de tabla dinámica.,https://support.microsoft.com/es-es/office/importardatosdinamicos-funci%C3%B3n-importardatosdinamicos-8c083b99-a922-4ca0-af5e-3af55960761f,=IMPORTARDATOSDINAMICOS(),IMPORTARDATOSDINAMICOS,es-es
INDICE,Búsqueda y referencia,Usa un índice para elegir un valor de una referencia o matriz.,https://support.microsoft.com/es-es/office/indice-funci%C3%B3n-indice-a5dcf0dd-996d-40a4-a822-b56b061328bd,"=INDICE(A2:B3,2,2)",INDICE,es-es
INDIRECTO,Búsqueda y referencia,Devuelve una referencia indicada por un valor de texto.,https://support.microsoft.com/es-es/office/funci%C3%B3n-indirecto-474b3a3a-8a26-4f44-b491-92b6306fa261,INDIRECTO(ref; [a1]),INDIRECTO,es-es
INFO,Información,Devuelve información acerca del entorno operativo en uso.,https://support.microsoft.com/es-es/office/funci%C3%B3n-info-725f259a-0e4b-49b3-8b52-58815c69acae,INFO(tipo),INFO,es-es
INT.ACUM,Finanzas,Devuelve el interés devengado de un valor bursátil que paga intereses periódicos.,https://support.microsoft.com/es-es/office/funci%C3%B3n-int-acum-fe45d089-6722-4fb3-9379-e1f911d8dc74,INT.ACUM(emisión; primer_interés; liquidación; tasa; v_nominal; frecuencia; [base]; [método_calc]),INT.ACUM,es-es
INT.ACUM.V,Finanzas,Devuelve el interés devengado de un valor bursátil que paga intereses a su vencimiento.,https://support.microsoft.com/es-es/office/funci%C3%B3n-int-acum-v-f62f01f9-5754-4cc4-805b-0e70199328a7,INT.ACUM.V(emisión; liquidación; tasa; v_nominal; [base]),INT.ACUM.V,es-es
INT.EFECTIVO,Finanzas,Devuelve la tasa de interés anual efectiva.,https://support.microsoft.com/es-es/office/funci%C3%B3n-int-efectivo-910d4e4c-79e2-4009-95e6-507e04f11bc4,"INT.EFECTIVO(tasa_nominal, núm_per_año)",INT.EFECTIVO,es-es
INT.PAGO.DIR,Finanzas,Calcula el interés pagado durante un período específico de una inversión.,https://support.microsoft.com/es-es/office/int-pago-dir-funci%C3%B3n-int-pago-dir-fa58adb6-9d39-4ce0-8f43-75399cea56cc,=INT.PAGO.DIR(),INT.PAGO.DIR,es-es
INTERSECCION.EJE,Estadística,Devuelve la intersección de la línea de regresión lineal.,https://support.microsoft.com/es-es/office/interseccion-eje-funci%C3%B3n-interseccion-eje-2a9b74e2-9d47-4772-b663-3bca70bf63ef,"INTERSECCION.EJE(conocido_y, conocido_x)",INTERSECCION.EJE,es-es
INTERVALO.CONFIANZA,Compatibilidad,Devuelve el intervalo de confianza para la media de una población,https://support.microsoft.com/es-es/office/funci%C3%B3n-intervalo-confianza-75ccc007-f77c-4343-bc14-673642091ad6,INTERVALO.CONFIANZA(alfa;desv_estándar;tamaño),INTERVALO.CONFIANZA,es-es
INTERVALO.CONFIANZA.NORM,Estadística,Devuelve el intervalo de confianza para la media de una población,https://support.microsoft.com/es-es/office/funci%C3%B3n-intervalo-confianza-norm-7cec58a6-85bb-488d-91c3-63828d4fbfd4,INTERVALO.CONFIANZA.NORM(alfa;desv_estándar;tamaño),INTERVALO.CONFIANZA.NORM,es-es
INV.BINOM,Estadística,Devuelve el menor valor cuya distribución binomial acumulada sea menor o igual que un valor de criterio,https://support.microsoft.com/es-es/office/funci%C3%B3n-inv-binom-80a0370c-ada6-49b4-83e7-05a91ba77ac9,INV.BINOM(ensayos;prob_éxito;alfa),INV.BINOM,es-es
INV.CHICUAD,Estadística,Devuelve la función de densidad de probabilidad beta acumulativa.,https://support.microsoft.com/es-es/office/funci%C3%B3n-inv-chicuad-400db556-62b3-472d-80b3-254723e7092f,INV.CHICUAD(probabilidad;grados_de_libertad),INV.CHICUAD,es-es
INV.CHICUAD.CD,Estadística,"Devuelve el inverso de una probabilidad dada, de una sola cola, en una distribución chi cuadrada",https://support.microsoft.com/es-es/office/funci%C3%B3n-inv-chicuad-cd-435b5ed8-98d5-4da6-823f-293e2cbc94fe,INV.CHICUAD.CD(probabilidad;grados_de_libertad),INV.CHICUAD.CD,es-es
INV.F,Estadística,F,https://support.microsoft.com/es-es/office/inv-f-funci%C3%B3n-inv-f-0dda0cf9-4ea0-42fd-8c3c-417a1ff30dbe,"INV.F(probabilidad,grados_de_libertad1,grados_de_libertad2)",INV.F,es-es
INV.F.CD,Estadística,F,https://support.microsoft.com/es-es/office/funci%C3%B3n-inv-f-cd-d371aa8f-b0b1-40ef-9cc2-496f0693ac00,"INV.F.CD(probabilidad,grados_de_libertad1,grados_de_libertad2)",INV.F.CD,es-es
INV.GAMMA,Estadística,Devuelve el inverso de la distribución gamma acumulativa,https://support.microsoft.com/es-es/office/funci%C3%B3n-inv-gamma-74991443-c2b0-4be5-aaab-1aa4d71fbb18,"INV.GAMMA(prob,alfa,beta)",INV.GAMMA,es-es
INV.LOGNORM,Estadística,Devuelve el inverso de la distribución logarítmico-normal acumulativa.,https://support.microsoft.com/es-es/office/inv-lognorm-funci%C3%B3n-inv-lognorm-fe79751a-f1f2-4af8-a0a1-e151b2d4f600,"INV.LOGNORM(probabilidad, media, desv_estándar)",INV.LOGNORM,es-es
INV.NORM,Compatibilidad,Devuelve el inverso de la distribución acumulativa normal,https://support.microsoft.com/es-es/office/funci%C3%B3n-norm-inv-54b30935-fee7-493c-bedb-2278a9db7e13,"INV.NORM(probabilidad,media,desv_estándar)",NORM.INV,es-es
INV.NORM.ESTAND,Estadística,Devuelve el inverso de la distribución acumulativa normal estándar,https://support.microsoft.com/es-es/office/funci%C3%B3n-inv-norm-estand-d6d556b4-ab7f-49cd-b526-5a20918452b1,INV.NORM.ESTAND(probabilidad),INV.NORM.ESTAND,es-es
ISO.NUM.DE.SEMANA,Fecha y hora,Devuelve el número de semana ISO del año para una fecha determinada.,https://support.microsoft.com/es-es/office/iso-num-de-semana-funci%C3%B3n-iso-num-de-semana-1c2d0afe-d25b-4ab1-8894-8d0520e90e0e,ISO.NUM.DE.SEMANA(fecha),ISO.NUM.DE.SEMANA,es-es
JERARQUIA,Compatibilidad,Devuelve el rango de un número de una lista de números,https://support.microsoft.com/es-es/office/funci%C3%B3n-jerarquia-6a2fc49d-1831-4a03-9d8c-c279cf99f723,"JERARQUIA(número,referencia,[orden])",JERARQUIA,es-es
JERARQUIA.EQV,Estadística,Devuelve el rango de un número de una lista de números,https://support.microsoft.com/es-es/office/jerarquia-eqv-funci%C3%B3n-jerarquia-eqv-284858ce-8ef6-450e-b662-26245be04a40,"JERARQUIA.EQV(número,referencia,[orden])",JERARQUIA.EQV,es-es
JERARQUIA.MEDIA,Estadística,Devuelve el rango de un número de una lista de números,https://support.microsoft.com/es-es/office/funci%C3%B3n-jerarquia-media-bd406a6f-eb38-4d73-aa8e-6d1c3c72e83a,"JERARQUIA.MEDIA(número,referencia,[orden])",JERARQUIA.MEDIA,es-es
JIS,Texto,Convierte las letras de ancho medio (de un byte) dentro de una cadena de caracteres en caracteres de ancho completo (de dos bytes),https://support.microsoft.com/es-es/office/dbcs-funci%C3%B3n-dbcs-b72fb1a7-ba52-448a-b7d3-d2610868b7e2,Y(texto),DBCS,es-es
K.ESIMO.MAYOR,Estadística,Devuelve el mayor valor k-ésimo de un conjunto de datos.,https://support.microsoft.com/es-es/office/funci%C3%B3n-k-esimo-mayor-3af0af19-1190-42bb-bb8b-01672ec00a64,K.ESIMO.MAYOR(matriz;k),K.ESIMO.MAYOR,es-es
K.ESIMO.MENOR,Estadística,Devuelve el valor k-ésimo menor de un conjunto de datos.,https://support.microsoft.com/es-es/office/funci%C3%B3n-k-esimo-menor-17da8222-7c82-42b2-961b-14c45384df07,K.ESIMO.MENOR(matriz;k),K.ESIMO.MENOR,es-es
LETRA.DE.TES.PRECIO,Finanzas,$ para una letra de tesorería.,https://support.microsoft.com/es-es/office/funci%C3%B3n-letra-de-tes-precio-eacca992-c29d-425a-9eb8-0513fe6035a2,"LETRA.DE.TES.PRECIO(liquidación, vencimiento, descuento)",LETRA.DE.TES.PRECIO,es-es
LETRA.DE.TES.RENDTO,Finanzas,Devuelve el rendimiento de una letra de tesorería.,https://support.microsoft.com/es-es/office/funci%C3%B3n-letra-de-tes-rendto-6d381232-f4b0-4cd5-8e97-45b9c03468ba,"LETRA.DE.TES.RENDTO(liquidación, vencimiento, pr)",LETRA.DE.TES.RENDTO,es-es
LETRA.DE.TEST.EQV.A.BONO,Finanzas,Devuelve el rendimiento para un bono equivalente a una letra de tesorería.,https://support.microsoft.com/es-es/office/funci%C3%B3n-letra-de-tes-eqv-a-bono-2ab72d90-9b4d-4efe-9fc2-0f81f2c19c8c,"LETRA.DE.TEST.EQV.A.BONO(liquidación, vencimiento, descuento)",LETRA.DE.TES.EQV.A.BONO,es-es
LIMPIAR,Texto,Quita del texto todos los caracteres no imprimibles.,https://support.microsoft.com/es-es/office/clean-funci%C3%B3n-26f3d7c5-475f-4a9c-90e5-4b8ba987ba41,LIMPIAR(texto),CLEAN,es-es
LLAMAR,Complementos y automatización,Llama a un procedimiento de una biblioteca de vínculos dinámicos o de un recurso de código.,https://support.microsoft.com/es-es/office/llamar-funci%C3%B3n-llamar-32d58445-e646-4ffd-8d5e-b45077a5e995,LLAMAR(id_registro;[argumento1];...),LLAMAR,es-es
LN,Matemáticas y trigonometría,Devuelve el logaritmo natural de un número.,https://support.microsoft.com/es-es/office/funci%C3%B3n-ln-81fe1ed7-dac9-4acd-ba1d-07a142c6118f,LN(número),LN,es-es
LOG,Matemáticas y trigonometría,Devuelve el logaritmo de un número en la base especificada.,https://support.microsoft.com/es-es/office/funci%C3%B3n-log-4e82f196-1ca9-4747-8fb0-6c4a3abb3280,"LOG(número, [base])",LOG,es-es
LOG10,Matemáticas y trigonometría,Devuelve el logaritmo en base 10 de un número.,https://support.microsoft.com/es-es/office/funci%C3%B3n-log10-c75b881b-49dd-44fb-b6f4-37e3486a0211,LOG10(número),LOG10,es-es
M.C.D,Matemáticas y trigonometría,Devuelve el máximo común divisor.,https://support.microsoft.com/es-es/office/funci%C3%B3n-m-c-d-d5107a51-69e3-461f-8e4c-ddfc21b5073a,"M.C.D(número1, [número2], ...)",M.C.D,es-es
M.C.M,Matemáticas y trigonometría,Devuelve el mínimo común múltiplo.,https://support.microsoft.com/es-es/office/funci%C3%B3n-m-c-m-7152b67a-8bb5-4075-ae5c-06ede5563c94,"M.C.M(número1, [número2], ...)",M.C.M,es-es
M.UNIDAD,Matemáticas y trigonometría,Devuelve la matriz de la unidad o la dimensión especificada.,https://support.microsoft.com/es-es/office/m-unidad-funci%C3%B3n-m-unidad-c9fe916a-dc26-4105-997d-ba22799853a3,=M.UNIDAD(),M.UNIDAD,es-es
MATRIZALEAT,Matemáticas y trigonometría,"Devuelve una matriz de números aleatorios entre 0 y 1. Sin embargo, puede especificar el número de filas y columnas para rellenar, los valores máximos y mínimos, y si se deben devolver números enteros o valores decimales.",https://support.microsoft.com/es-es/office/funci%C3%B3n-matrizaleat-21261e55-3bec-4885-86a6-8b0a47fd4d33,=MATRIZALEAT(),MATRIZALEAT,es-es
MATRIZATEXTO,Texto,Devuelve una matriz de valores de texto de cualquier rango especificado.,https://support.microsoft.com/es-es/office/funci%C3%B3n-matrizatexto-9cdcad46-2fa5-4c6b-ac92-14e7bc862b8b,"=ARRAYTOTEXT(A2:B4,0)",MATRIZATEXTO,es-es
MAX,Estadística,Devuelve el valor máximo de una lista de argumentos.,https://support.microsoft.com/es-es/office/funci%C3%B3n-max-e0012414-9ac8-4b34-9a47-73e662c08098,"MAX(número1, [número2], ...)",MAX,es-es
MAX.SI.CONJUNTO,Estadística,Devuelve el valor máximo entre celdas especificado por un determinado conjunto de condiciones o criterios.,https://support.microsoft.com/es-es/office/max-si-conjunto-funci%C3%B3n-max-si-conjunto-dfd611e6-da2c-488a-919b-9b6376b28883,MAX.SI.CONJUNTO(rango_máximo; rango_criterios1; criterios1; [rango_criterios2; criterios2];...),MAX.SI.CONJUNTO,es-es
MAXA,Estadística,"Devuelve el valor máximo de una lista de argumentos, incluidos números, texto y valores lógicos.",https://support.microsoft.com/es-es/office/funci%C3%B3n-maxa-814bda1e-3840-4bff-9365-2f59ac2ee62d,"MAXA(valor1,[valor2],...)",MAXA,es-es
MAYOR.O.IGUAL,Ingeniería,Comprueba si un número es mayor que un valor de umbral.,https://support.microsoft.com/es-es/office/mayor-o-igual-funci%C3%B3n-mayor-o-igual-f37e7d2a-41da-4129-be95-640883fca9df,"MAYOR.O.IGUAL(número, [paso])",MAYOR.O.IGUAL,es-es
MAYUSC,Texto,Convierte el texto en mayúsculas.,https://support.microsoft.com/es-es/office/mayusc-funci%C3%B3n-mayusc-c11f29b3-d1a3-4537-8df6-04d0049963d6,MAYUSC(texto),MAYUSC,es-es
