Two_Letter_Country_Code,Country,Continent_Name,Most_Recent_Year,Arable_land_percent_recent,Arable Land (% of land area),Most_Recent_Year_hectares,Hectares_Change_5yr,percent_change_5yr
LC,St. Lucia,North America,2023,4.37704918032787,"[8.19672131147541, 8.19672131147541, 8.19672131147541, 8.19672131147541, 8.19672131147541, 8.19672131147541, 8.19672131147541, 8.19672131147541, 8.19672131147541, 8.19672131147541, 8.19672131147541, 8.19672131147541, 8.19672131147541, 8.68852459016393, 8.19672131147541, 8.19672131147541, 8.19672131147541, 8.19672131147541, 7.70491803278689, 7.37704918032787, 7.04918032786885, 6.55737704918033, 6.0655737704918, 5.73770491803279, 5.40983606557377, 5.40983606557377, 4.91803278688525, 4.91803278688525, 4.91803278688525, 4.75409836065574, 4.59016393442623, 4.42622950819672, 4.42622950819672, 4.0983606557377, 3.27868852459016, 3.11475409836066, 3.11475409836066, 3.27868852459016, 3.27868852459016, 3.27868852459016, 3.27868852459016, 3.27868852459016, 3.27868852459016, 3.27868852459016, 3.60655737704918, 3.77049180327869, 4.37704918032787, 4.37704918032787, 4.37704918032787, 4.37704918032787, 4.37704918032787, 4.37704918032787, 4.37704918032787, 4.37704918032787, 4.37704918032787, 4.37704918032787, 4.37704918032787, 4.37704918032787, 4.37704918032787, 4.37704918032787, 4.37704918032787, 4.37704918032787, 4.37704918032787]",2670.0,0.0,0.0
LI,Liechtenstein,Europe,2023,10.8125,"[25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 24.375, 21.0625, 20.25, 19.4375, 18.625, 17.8125, 17.0, 16.1875, 15.375, 14.5625, 13.75, 12.9375, 12.125, 11.4375, 11.3125, 11.125, 10.9375, 10.875, 10.8125, 10.8125, 10.8125, 10.8125, 10.8125]",1730.0,-10.0,-0.005747126436781609
LK,Sri Lanka,Asia,2023,22.1791141286777,"[9.48811991707862, 9.20108435656195, 12.6295646627332, 12.5976718226758, 12.6455110827619, 12.6295646627332, 12.6295646627332, 12.7252431829054, 12.8209217030777, 12.9166002232499, 13.0122787434221, 13.1079572635943, 13.2036357837665, 13.2993143039388, 14.1875298995376, 14.7520331685537, 15.3611864136501, 15.9416361026949, 14.2162334555892, 13.5895391484612, 14.0376335512677, 13.6118641365014, 13.8701961409664, 14.0169032052304, 13.7426247807367, 13.8095997448573, 13.9754425131558, 14.0137139212247, 14.047201403285, 14.1811513315261, 14.219422739595, 14.2337745176208, 13.9563068091214, 14.1253388614256, 14.1524477754744, 14.0487960452878, 14.0248764152448, 14.0360389092649, 14.1237442194227, 14.3581565938447, 14.3629405198533, 14.6770849944188, 15.1490990272684, 14.3517780258332, 17.5410620315739, 16.7437410301387, 15.9464200287036, 19.1357040344443, 19.1357040344443, 19.1357040344443, 20.7303460373146, 20.7303460373146, 20.7303460373146, 20.7303460373146, 21.0039907582441, 21.1655599179229, 21.3303604607952, 22.1712142764774, 22.1706061653805, 22.1791141286777, 22.1791141286777, 22.1791141286777, 22.1791141286777]",1372000.0,400.0,0.00029163021289005544
LR,Liberia,Africa,2023,5.19102990033223,"[3.92441860465116, 3.90365448504983, 3.90365448504983, 3.87250830564784, 3.87250830564784, 3.84136212624585, 3.84136212624585, 3.82059800664452, 3.82059800664452, 3.79983388704319, 3.79983388704319, 3.79983388704319, 3.79983388704319, 3.79983388704319, 3.79983388704319, 3.79983388704319, 3.85174418604651, 3.85174418604651, 3.85174418604651, 3.85174418604651, 3.85174418604651, 3.89327242524917, 3.94518272425249, 3.94518272425249, 3.94518272425249, 4.04900332225914, 4.04900332225914, 4.15282392026578, 4.15282392026578, 3.63372093023256, 3.63372093023256, 3.63372093023256, 3.63372093023256, 3.63372093023256, 3.63372093023256, 3.63372093023256, 3.84136212624585, 3.94518272425249, 4.15282392026578, 4.15282392026578, 4.15282392026578, 4.15282392026578, 4.15282392026578, 4.15282392026578, 4.15282392026578, 4.15282392026578, 4.15282392026578, 4.46428571428571, 4.87956810631229, 4.98338870431894, 5.19102990033223, 5.19102990033223, 5.19102990033223, 5.19102990033223, 5.19102990033223, 5.19102990033223, 5.19102990033223, 5.19102990033223, 5.19102990033223, 5.19102990033223, 5.19102990033223, 5.19102990033223, 5.19102990033223]",500000.0,0.0,0.0
LS,Lesotho,Africa,2023,11.7505928853755,"[11.7918313570487, 11.6271409749671, 11.6271409749671, 11.6930171277997, 11.6930171277997, 11.8577075098814, 11.8577075098814, 12.0223978919631, 12.0223978919631, 12.1212121212121, 11.8577075098814, 11.6930171277997, 11.6930171277997, 11.6930171277997, 12.2529644268775, 11.6930171277997, 9.48616600790514, 9.51910408432147, 10.0461133069829, 9.61791831357049, 9.81554677206851, 9.48616600790514, 9.32147562582345, 9.78260869565217, 10.0131752305665, 9.4532279314888, 10.737812911726, 11.1660079051383, 9.91436100131752, 10.4413702239789, 10.5072463768116, 10.935441370224, 10.8695652173913, 10.7048748353096, 10.5401844532279, 10.6060606060606, 10.7048748353096, 10.7048748353096, 10.7048748353096, 10.8695652173913, 10.8695652173913, 9.88142292490119, 9.88142292490119, 10.2108036890646, 10.6389986824769, 9.9802371541502, 10.7048748353096, 11.7918313570487, 11.034255599473, 10.6060606060606, 10.1449275362319, 9.26548089591568, 8.17193675889328, 8.96903820816864, 7.21343873517787, 11.5942028985507, 13.8142292490119, 14.3181818181818, 4.95388669301713, 11.3768115942029, 7.42424242424242, 8.93939393939394, 11.7505928853755]",356748.0,-77952.0,-0.17932367149758455
LT,Lithuania,Europe,2023,36.7891373801917,"[46.0274409700064, 45.1180599872368, 41.3209955328653, 45.7243139757498, 45.7243139757498, 45.9157626037013, 46.1072112316528, 47.1123165283982, 45.9157626037013, 26.0210593490747, 26.148691767709, 24.3299298021698, 25.788130185067, 30.4164007657945, 29.9744735162731, 29.2852584556477, 29.7008376545672, 32.7674511368169, 33.9433585959314, 34.8741104764336, 36.0675878354661, 36.5456721180694, 37.51316839585, 34.6671987230646, 34.2070815108074, 33.5834357689054, 33.7697589014849, 35.3225806451613, 35.9214308527627, 36.3999361124421, 36.6174685323622, 36.7891373801917]",2303000.0,188000.0,0.08888888888888889
LU,Luxembourg,Europe,2023,23.8209177847005,"[24.0827202597826, 24.0827202597826, 24.0827202597826, 24.0827202597826, 24.0827202597826, 23.3058583159187, 23.3058583159187, 23.6942892878507, 24.0827202597826, 23.9933811362383, 24.063298711186, 24.1293319764145, 24.3002416040645, 24.257514197152, 24.3196631526611, 24.3934650373282, 24.0283399237122, 24.097480636716, 24.1270013905829, 24.0667945899334, 24.1332162861338, 24.2660596785345, 24.0796128120072, 23.8209177847005]",61326.0,-788.0,-0.012686350903178028
LV,Latvia,Europe,2023,21.8544110557609,"[27.1264885017758, 27.1104183071657, 27.480032783197, 16.1023349992768, 17.0344062866601, 17.3397399842512, 17.0183360920501, 15.861282080126, 15.588088771755, 15.3952464364343, 15.6362993555852, 15.3791762418243, 16.2148263615472, 17.5486525141819, 19.3645845051184, 19.0913911967474, 18.8021276937664, 18.7699873045463, 18.8503382775965, 18.6092853584457, 18.9306892506468, 19.4127950889485, 19.4288652835586, 19.7631253314478, 20.6984106577531, 20.7305510469732, 20.8109020200235, 21.1965866906648, 21.4366061385184, 21.8865498955488, 21.8062027960791, 21.8544110557609]",1360000.0,65000.0,0.05019305019305019
LY,Libya,Africa,2023,0.977528217602328,"[0.966161610420905, 0.971844914011617, 0.971844914011617, 0.974686565806972, 0.974686565806972, 0.977528217602328, 0.977528217602328, 0.980369869397684, 0.980369869397684, 0.980369869397684, 0.983211521193039, 0.983211521193039, 0.986053172988395, 0.986053172988395, 0.98889482478375, 0.98889482478375, 0.991736476579106, 0.994578128374462, 0.994578128374462, 0.996283119451675, 0.99912477124703, 1.00310308376053, 1.00878638735124, 1.0116280391466, 1.01560635166009, 1.02015299453266, 1.02299464632802, 1.02299464632802, 1.02583629812337, 1.02583629812337, 1.02867794991873, 1.03151960171408, 1.03151960171408, 1.0372029053048, 1.062777771463, 1.15257396819623, 1.15257396819623, 1.03151960171408, 1.03151960171408, 1.03151960171408, 1.03151960171408, 1.03151960171408, 1.03151960171408, 0.994578128374462, 0.994578128374462, 0.994578128374462, 0.994578128374462, 0.994578128374462, 0.994578128374462, 0.975254896166043, 0.975254896166043, 0.977528217602328, 0.977528217602328, 0.977528217602328, 0.977528217602328, 0.977528217602328, 0.977528217602328, 0.977528217602328, 0.977528217602328, 0.977528217602328, 0.977528217602328, 0.977528217602328, 0.977528217602328]",1720000.0,0.0,0.0
MA,Morocco,Africa,2023,15.4023118978266,"[14.7645292826097, 14.7645292826097, 14.898955952861, 15.0109781780705, 15.2350226284895, 15.4590670789085, 15.4590670789085, 15.6831115293274, 15.6831115293274, 15.8533853116458, 15.9161177577631, 15.9766097593763, 16.121442975577, 16.1326462021062, 16.3410262155501, 16.3903204122787, 16.6928075285682, 17.1588617521846, 16.813802375084, 16.8720591530361, 17.2305624019718, 17.4030920905221, 17.5285682276496, 17.5532153260139, 17.6518037194712, 17.8288146986332, 18.2971095675555, 18.3150347300022, 18.9491373515572, 19.5092986780193, 19.5317051310778, 20.0179251624468, 20.1635671073269, 20.4436477705579, 19.9887967734708, 20.3809097019942, 20.1209948465158, 20.2397490477257, 19.7580103069684, 19.6437373963702, 19.0185973560385, 18.8259018597356, 20.2890432444544, 18.3956979610128, 18.1985211740981, 18.068563746359, 18.0708043916648, 18.0416760026888, 18.0138920008963, 17.3186197624916, 17.4855478377773, 18.0304727761595, 18.2119650459332, 17.0313690342819, 16.7987900515348, 18.4203450593771, 18.8634532825454, 17.5939305399955, 15.4581313018149, 16.0767093883038, 15.9842189110464, 14.5113036074389, 15.4023118978266]",6874051.8,-978119.4000000004,-0.12456674403635014
MD,Moldova,Europe,2023,56.8174916489523,"[52.814116215394, 52.9286798179059, 53.4001214329083, 53.8414819313696, 54.2666261767385, 54.2831105710814, 54.6338498936493, 55.0759878419453, 55.5656934306569, 56.2347931873479, 56.0523114355231, 56.1302099178582, 55.9610705596107, 55.7312252964427, 55.3359683794466, 55.3967771359076, 55.3663727576771, 55.2447552447552, 55.1902587519026, 55.1293759512938, 55.203895313451, 55.2311435523114, 52.5547445255474, 52.7068126520681, 52.8588807785888, 52.8428093645485, 51.1383505700115, 51.3867645404261, 56.3181550026456, 56.4609303739739, 56.7518248175182, 56.8174916489523]",1871000.0,189300.0,0.11256466670630909
ME,Montenegro,Europe,2023,0.672862453531598,"[12.9368029739777, 12.9368029739777, 12.8624535315985, 12.8624535315985, 12.7881040892193, 12.8624535315985, 12.7881040892193, 0.579925650557621, 0.64907063197026, 0.646840148698885, 0.669144981412639, 0.684014869888476, 0.684014869888476, 0.669144981412639, 0.676579925650558, 0.661710037174721, 0.669144981412639, 0.672862453531598]",9050.0,-150.0,-0.016304347826086956
MG,Madagascar,Africa,2023,5.15641113784806,"[3.31017642810469, 3.33597001066135, 3.36176359321801, 3.38755717577467, 3.41335075833133, 3.43914434088799, 3.46493792344465, 3.49073150600131, 3.52512294941019, 3.54231867111463, 3.55951439281907, 3.59390583622795, 3.61110155793239, 3.65237129002304, 3.94813770333941, 3.9361006981463, 4.20091481239468, 4.29893042610998, 4.33332186951886, 4.36771331292774, 4.40210475633662, 4.41930047804106, 4.47088764315438, 4.50527908656326, 4.55686625167658, 4.59125769508546, 4.6084534167899, 4.64284486019878, 4.66004058190322, 4.67723630360766, 4.72882346872098, 4.7804106338343, 4.98675929428758, 4.98675929428758, 4.98675929428758, 4.98675929428758, 4.98675929428758, 4.98675929428758, 4.98675929428758, 4.98675929428758, 5.07273790280978, 5.07273790280978, 5.07273790280978, 5.07273790280978, 5.15871651133198, 5.15871651133198, 5.15871651133198, 5.15871651133198, 5.15871651133198, 5.15871651133198, 5.15645545252194, 5.15645545252194, 5.15641113784806, 5.15641113784806, 5.15641113784806, 5.15641113784806, 5.15641113784806, 5.15641113784806, 5.15641113784806, 5.15641113784806, 5.15641113784806, 5.15641113784806, 5.15641113784806]",3000000.0,0.0,0.0
MH,Marshall Islands,Oceania,2023,2.77777777777778,"[2.77777777777778, 2.77777777777778, 2.77777777777778, 2.77777777777778, 2.77777777777778, 2.77777777777778, 2.77777777777778, 2.77777777777778, 2.77777777777778, 2.77777777777778, 2.77777777777778, 2.77777777777778, 2.77777777777778, 2.77777777777778, 2.77777777777778, 2.77777777777778, 2.77777777777778, 2.77777777777778, 2.77777777777778, 2.77777777777778, 2.77777777777778, 2.77777777777778, 2.77777777777778, 2.77777777777778, 2.77777777777778, 2.77777777777778, 2.77777777777778, 2.77777777777778, 2.77777777777778, 2.77777777777778, 2.77777777777778, 2.77777777777778, 2.77777777777778]",500.0,0.0,0.0
MK,North Macedonia,Europe,2023,16.4948453608247,"[23.8301219032639, 23.9480928037751, 23.9480928037751, 23.8301219032639, 23.9480928037751, 23.5941801022414, 23.0829728666929, 23.1222965001966, 21.8246165945733, 22.3358238301219, 19.6224931183641, 18.5214313802595, 18.1281950452222, 17.6169878096736, 17.26307510814, 17.0828378913991, 16.8053904082442, 16.6534496431404, 16.4155432196669, 16.4155432196669, 16.4155432196669, 16.375892149088, 16.3362410785091, 16.4155432196669, 16.4948453608247, 16.5344964314036, 16.5741475019826, 16.6137985725615, 16.4948453608247, 16.5344964314036, 16.4948453608247, 16.4948453608247]",416000.0,-2000.0,-0.004784688995215311
ML,Mali,Africa,2023,6.83582065088224,"[1.34241388636196, 1.3465116088478, 1.35060933133364, 1.35470705381949, 1.35880477630533, 1.362082954294, 1.36700022127701, 1.36700022127701, 1.36700022127701, 1.40797744613544, 1.40797744613544, 1.40797744613544, 1.40797744613544, 1.44895467099386, 1.48993189585229, 1.65302125078881, 1.65138216179447, 1.65138216179447, 1.64728443930863, 1.64728443930863, 1.64974307280014, 1.64974307280014, 1.64974307280014, 1.64974307280014, 1.66613396274351, 1.66859259623501, 1.66859259623501, 1.68252485268688, 1.68252485268688, 1.68252485268688, 1.69072029765856, 1.77267474737541, 2.50780616133553, 2.58976061105238, 2.70859456314181, 3.71253657217319, 3.71253657217319, 3.71253657217319, 3.71253657217319, 3.71253657217319, 3.71253657217319, 4.01576803612552, 4.86973340217507, 4.01740712511986, 4.59190781763496, 4.65255411042543, 4.7599144395545, 4.94267286242307, 5.12657864758767, 5.13116809677181, 5.28606200673666, 5.4409559167015, 5.59584982666634, 5.75074373663118, 5.90563764659602, 6.06135110105803, 6.21624501102287, 6.37113892098771, 6.52603283095256, 6.6809267409174, 6.83582065088224, 6.83582065088224, 6.83582065088224]",8341000.0,567000.0,0.07293542577823514
MM,Myanmar,Asia,2023,16.8650803622045,"[15.1482694249778, 15.1635707072253, 15.1788719894727, 15.1941732717202, 15.1941732717202, 15.2094745539676, 15.2094745539676, 15.2094745539676, 15.2247758362151, 15.25537840071, 15.25537840071, 15.25537840071, 14.5132662117085, 14.5270373657312, 14.5438687762034, 14.5637604431251, 14.612724546317, 14.6249655721149, 14.6387367261376, 14.6479174954861, 14.696881598678, 14.7198335220491, 14.7091226244759, 14.6754598035315, 14.678520059981, 14.6831104446553, 14.6494476237109, 14.6157848027665, 14.59436300762, 14.6387367261376, 14.618845059216, 14.5882424947211, 14.6570982648346, 14.5882424947211, 14.5974232640695, 14.6020136487438, 14.6264957003397, 14.6219053156655, 14.8269424977813, 15.1620405790005, 15.2859809652049, 15.0901245524375, 15.0732931419653, 15.1694163019191, 15.3958001714216, 15.8170994842916, 16.1846615252785, 16.3689519523656, 16.5222715444666, 16.5493065548174, 16.5102787429779, 16.460231187323, 16.4941507931647, 16.5615238561891, 16.7406748024744, 16.7713471613714, 16.9461509000383, 16.9760992799142, 16.8383637199326, 16.8385248287802, 16.8385248287802, 16.8385248287802, 16.8650803622045]",11007332.0,-72968.0,-0.006585381262240192
MN,Mongolia,Asia,2023,0.733569879360895,"[0.403246980357688, 0.467869893876549, 0.471101039552492, 0.549294764910313, 0.560280660208519, 0.571912784641914, 0.529261661719466, 0.502120038041545, 0.482086934850698, 0.480794476580321, 0.500827579771168, 0.501473808906356, 0.509874787663808, 0.517629537286071, 0.534431494800975, 0.613917678429173, 0.710852048707464, 0.745748422007648, 0.74962579681878, 0.763842837792929, 0.783229711848587, 0.808432648120943, 0.847852625367447, 0.862069666341597, 0.87434801991018, 0.843975250556316, 0.862069666341597, 0.882102769532443, 0.887918831749141, 0.885657029775981, 0.884364571505603, 0.880519508151231, 0.874186462626383, 0.854153359435536, 0.853668687584145, 0.853668687584145, 0.793259188026714, 0.869953661790898, 0.768911859129348, 0.759267535515794, 0.760191643179113, 0.761684321239091, 0.758818794270039, 0.755395489092875, 0.75474763408522, 0.754460264979813, 0.754264433191119, 0.768241940051912, 0.78051647735955, 0.793651844518259, 0.829197871601698, 0.847079563805484, 0.826493162123215, 0.843086554724144, 0.85295193068523, 0.849712898731961, 0.849470163982093, 0.85174489727116, 0.714078206694074, 0.720385296448686, 0.719629831519216, 0.728727263388357, 0.733569879360895]",1143268.5,-183115.5,-0.13805617377772952
MP,Northern Mariana Islands,Oceania,2023,0.173913043478261,"[2.17391304347826, 2.17391304347826, 2.17391304347826, 2.17391304347826, 2.17391304347826, 2.17391304347826, 2.17391304347826, 2.17391304347826, 2.17391304347826, 2.17391304347826, 2.17391304347826, 2.17391304347826, 2.17391304347826, 2.17391304347826, 2.17391304347826, 2.17391304347826, 0.543478260869565, 0.543478260869565, 0.543478260869565, 0.543478260869565, 0.543478260869565, 0.543478260869565, 0.543478260869565, 0.543478260869565, 0.543478260869565, 0.543478260869565, 0.543478260869565, 0.173913043478261, 0.173913043478261, 0.173913043478261, 0.173913043478261, 0.173913043478261, 0.173913043478261]",80.0,0.0,0.0
MR,Mauritania,Africa,2023,0.436596487823809,"[0.259047249442127, 0.259047249442127, 0.259047249442127, 0.25807703502474, 0.257106820607354, 0.25807703502474, 0.259047249442127, 0.260017463859513, 0.269719608033375, 0.269719608033375, 0.231881245755312, 0.231881245755312, 0.219268458329291, 0.190162025807703, 0.186281168138159, 0.189191811390317, 0.190162025807703, 0.186281168138159, 0.189191811390317, 0.203745027651111, 0.223149315998836, 0.242553604346561, 0.261957892694285, 0.271660036868148, 0.291064325215873, 0.310468613563598, 0.329872901911322, 0.349277190259047, 0.368681478606772, 0.388085766954497, 0.397787911128359, 0.407490055302222, 0.41816241389347, 0.436596487823809, 0.436596487823809, 0.436596487823809, 0.436596487823809, 0.436596487823809, 0.436596487823809, 0.436596487823809, 0.436596487823809, 0.436596487823809, 0.436596487823809, 0.436596487823809, 0.436596487823809, 0.436596487823809, 0.436596487823809, 0.436596487823809, 0.436596487823809, 0.436596487823809, 0.436596487823809, 0.436596487823809, 0.436596487823809, 0.436596487823809, 0.436596487823809, 0.436596487823809, 0.436596487823809, 0.436596487823809, 0.436596487823809, 0.436596487823809, 0.436596487823809, 0.436596487823809, 0.436596487823809]",450000.0,0.0,0.0
MT,Malta,Europe,2023,22.8125,"[53.125, 50.0, 46.875, 43.75, 40.625, 40.625, 40.625, 40.625, 40.625, 40.625, 40.625, 40.625, 40.625, 40.625, 37.5, 37.5, 40.625, 40.625, 40.625, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 37.5, 31.25, 31.25, 28.125, 25.0, 25.0, 25.0, 28.125, 28.125, 29.0625, 28.125, 25.625, 25.625, 25.0, 25.0, 25.0, 28.375, 28.375, 28.125, 28.03125, 28.03125, 28.03125, 28.34375, 28.34375, 28.34375, 28.34375, 24.375, 24.375, 24.375, 22.8125]",7300.0,-1770.0,-0.19514884233737598
MU,Mauritius,Africa,2023,37.5563345017526,"[44.3349753694581, 44.8275862068966, 44.8275862068966, 44.8275862068966, 45.320197044335, 43.8423645320197, 46.3054187192118, 49.2610837438424, 49.2610837438424, 49.2610837438424, 49.2610837438424, 49.2610837438424, 49.2610837438424, 49.2610837438424, 48.7684729064039, 49.2610837438424, 49.2610837438424, 49.2610837438424, 49.2610837438424, 49.2610837438424, 49.2610837438424, 49.2610837438424, 49.2610837438424, 49.2610837438424, 49.2610837438424, 49.2610837438424, 49.2610837438424, 49.2610837438424, 48.7684729064039, 48.2758620689655, 47.7832512315271, 47.2906403940887, 46.3054187192118, 45.8128078817734, 45.320197044335, 44.8275862068966, 44.3349753694581, 44.8275862068966, 43.8423645320197, 44.3349753694581, 44.8275862068966, 43.8423645320197, 43.3497536945813, 42.8571428571429, 41.871921182266, 40.8866995073892, 39.9014778325123, 39.4088669950739, 39.4088669950739, 39.4088669950739, 39.0585878818227, 38.0570856284427, 37.5563345017526, 37.5563345017526, 37.5563345017526, 37.5563345017526, 37.5563345017526, 37.5563345017526, 37.5563345017526, 37.5563345017526, 37.5563345017526, 37.5563345017526, 37.5563345017526]",75000.0,0.0,0.0
MV,Maldives,Asia,2023,13.4228187919463,"[6.66666666666667, 6.66666666666667, 6.66666666666667, 6.66666666666667, 6.66666666666667, 6.66666666666667, 6.66666666666667, 6.66666666666667, 6.66666666666667, 6.66666666666667, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.4228187919463]",4000.0,100.0,0.02564102564102564
MW,Malawi,Africa,2023,42.4268137462877,"[13.7887144675435, 14.8493848112007, 15.3797199830293, 15.9100551548579, 18.0313958421723, 18.5617310140008, 18.0313958421723, 19.0920661858294, 19.622401357658, 19.0920661858294, 20.6830717013152, 21.2134068731438, 21.7437420449724, 21.7437420449724, 21.2134068731438, 21.2134068731438, 21.2134068731438, 21.7437420449724, 21.7437420449724, 20.1527365294866, 21.2134068731438, 22.274077216801, 21.2134068731438, 21.7437420449724, 21.7437420449724, 22.8044123886296, 22.8044123886296, 22.8044123886296, 23.3347475604582, 23.8650827322868, 24.925753075944, 24.3954179041154, 24.3954179041154, 22.274077216801, 24.3954179041154, 25.4560882477726, 25.9864234196012, 27.577428935087, 28.6380992787442, 29.1684344505728, 30.22910479423, 30.22910479423, 31.8201103097157, 31.8201103097157, 33.9414509970301, 35.0021213406873, 35.0021213406873, 36.5931268561731, 37.1234620280017, 37.1234620280017, 37.1234620280017, 37.1234620280017, 37.6007636826474, 38.1947390750955, 38.7781077641069, 39.3720831565549, 39.9554518455664, 40.5494272380144, 41.1327959270259, 41.7267713194739, 42.4268137462877, 42.4268137462877, 42.4268137462877]",4000000.0,177000.0,0.0462987182840701
MX,Mexico,North America,2023,10.3004679132694,"[10.0347231153065, 9.94881555595566, 9.90766223411096, 9.86650891226626, 9.82535559042156, 9.78420226857687, 9.73790478150158, 9.69675145965688, 9.65559813781219, 9.09899945986265, 9.09951387638571, 9.09694179377042, 9.11494637207747, 9.09899945986265, 9.11134545641606, 9.12369145296947, 9.14735461303017, 9.14889786259935, 9.0460145579876, 9.08459579721701, 9.05321638931042, 9.15404202782993, 9.42822603462023, 9.38347179711412, 9.40996424805165, 9.43645669898917, 9.89428740451143, 10.1329766712107, 10.6257877003009, 11.1674682990818, 11.5347616965457, 11.537848195684, 11.590318681036, 11.5995781784511, 11.6052367602047, 11.686000154325, 11.720980477893, 11.7446436379537, 11.7893978754598, 11.78271046066, 11.9092569253324, 11.9262326705934, 12.1669796033849, 11.9416651662851, 11.983847321176, 12.0183132282209, 12.098562205818, 11.9889914864065, 11.905656009671, 11.7971141233056, 11.6854857378019, 11.6011214280203, 11.5697420201137, 11.3999845675043, 11.3418555003987, 11.1880449600041, 10.4205355076005, 10.2368888088685, 9.97968054733918, 11.1545045911675, 11.1488039301422, 10.580191002855, 10.3004679132694]",20023594.6,123594.60000000149,0.0062107839195980645
MY,Malaysia,Asia,2023,2.38715568406635,"[2.29718459899559, 2.36782833663065, 2.43758940800487, 2.46848272713438, 2.35379698676001, 2.3653325216862, 2.40048698828184, 2.63369350175011, 2.64477248516208, 2.89456703698067, 2.9456094962715, 3.06507380916147, 3.0920407852686, 3.05728199665196, 3.21150509815858, 3.16122355805813, 3.24985542535383, 3.27195251864252, 3.29359306041698, 3.22021001369655, 3.14652259929995, 3.02781920560037, 3.01457921168772, 2.89490184142444, 2.88464465073809, 2.72378633389134, 2.74357023284127, 2.77522447116116, 2.7627453964389, 2.83244559427789, 2.8504032871709, 2.81996651955562, 2.78618170750266, 2.82422766702176, 2.74235276213666, 2.71526403895906, 2.70491553796987, 2.66230406330848, 2.66960888753614, 2.64404200273931, 2.66930451985999, 2.94475726677827, 2.88004869882818, 2.88144879013849, 2.88969715416223, 2.70948105311216, 2.5177294171359, 2.64921625323391, 2.5719068634911, 2.60021305737331, 2.63460660477857, 2.64312889971085, 2.44315933647847, 2.47756810226754, 2.51197686805661, 2.51197686805661, 2.51197686805661, 2.51197686805661, 2.51197686805661, 2.51197686805661, 2.51197686805661, 2.51197686805661, 2.38715568406635]",784300.0,-41010.0,-0.049690419357574726
MZ,Mozambique,Africa,2023,7.18482158752766,"[3.10791220529515, 3.11554210432615, 3.12190035351865, 3.12825860271116, 3.14097510109616, 3.14606170045016, 3.17912459625118, 3.30628958010122, 3.43345456395127, 3.54154480022381, 3.54154480022381, 3.56061954780132, 3.62420203972634, 3.62420203972634, 3.64963503649635, 3.64963503649635, 3.64963503649635, 3.64963503649635, 3.64963503649635, 3.64963503649635, 3.71321752842137, 3.81494951550141, 3.81494951550141, 3.94211449935146, 4.00569699127648, 4.06927948320151, 4.19644446705155, 4.26002695897658, 4.3236094509016, 4.38719194282662, 4.45077443475165, 4.47620743152166, 4.47620743152166, 4.53978992344668, 4.64152191052672, 4.76868689437676, 4.95943437015184, 5.08659935400188, 5.02301686207686, 4.95943437015184, 5.08659935400188, 5.65884178132709, 5.72242427325212, 5.84958925710216, 6.35824919250235, 6.23108420865231, 6.61257916020245, 6.86690912790254, 6.99407411175259, 7.18482158752766, 7.18482158752766, 7.18482158752766, 7.18482158752766, 7.18482158752766, 7.18482158752766, 7.18482158752766, 7.18482158752766, 7.18482158752766, 7.18482158752766, 7.18482158752766, 7.18482158752766, 7.18482158752766, 7.18482158752766]",5650000.0,0.0,0.0
