orden,anio,mes,dia,fecha,pais,ciudad,categoría,producto,precio,util_porcent,Cantidad,Total,utilidad
2470,2023,7,11,2023-07-11,Panamá,Colón,Auriculares,Apple AirPods Pro,224,0.26,5,1120,291.2
2471,2023,7,11,2023-07-11,Paraguay,Ciudad del Este,Laptops,Microsoft Surface Laptop 4,1649,0.27,1,1649,445.23
2472,2023,7,25,2023-07-25,Chile,Concepción,Tablets,Microsoft Surface Pro 7,999,0.35,3,2997,1048.95
2473,2023,7,20,2023-07-20,Perú,Arequipa,Tablets,Xiaomi Mi Pad 5,449,0.26,1,449,116.74000000000001
2474,2023,7,6,2023-07-06,Paraguay,Encarnación,Smartphones,iPhone 13,1099,0.19,3,3297,626.4300000000001
2475,2023,7,14,2023-07-14,Colombia,Medellín,Auriculares,Samsung Galaxy Buds Pro,174,0.11,4,696,76.56
2476,2023,7,6,2023-07-06,Venezuela,Caracas,Smartphones,Huawei P40 Pro,899,0.34,4,3596,1222.64
2477,2023,7,9,2023-07-09,Uruguay,Salto,Tablets,Microsoft Surface Pro 7,999,0.35,3,2997,1048.95
2478,2023,7,25,2023-07-25,Uruguay,Salto,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,2,4098,450.78000000000003
2479,2023,7,18,2023-07-18,Uruguay,Ciudad de la Costa,Auriculares,Bose QuietComfort 35 II,274,0.28,4,1096,306.88000000000005
2480,2023,7,6,2023-07-06,Bolivia,La Paz,Auriculares,Bose QuietComfort 35 II,274,0.28,1,274,76.72000000000001
2481,2023,7,12,2023-07-12,Chile,Concepción,Auriculares,Beats Studio3,274,0.13,2,548,71.24000000000001
2482,2023,7,15,2023-07-15,México,Ciudad de México (CDMX),Smartphones,Samsung Galaxy S21,899,0.28,5,4495,1258.6000000000001
2483,2023,7,26,2023-07-26,Panamá,Colón,Tablets,LG G Pad 5 10.1,249,0.33,1,249,82.17
2484,2023,7,15,2023-07-15,Colombia,Bogotá,Smartphones,Xiaomi Mi 11,699,0.2,2,1398,279.6
2485,2023,7,31,2023-07-31,Ecuador,Cuenca,Tablets,Xiaomi Mi Pad 5,449,0.26,2,898,233.48000000000002
2486,2023,7,6,2023-07-06,Uruguay,Montevideo,Auriculares,Sennheiser Momentum 3,324,0.32,1,324,103.68
2487,2023,7,16,2023-07-16,México,Guadalajara,Laptops,Gigabyte Aero 15 OLED,2599,0.11,3,7797,857.67
2488,2023,7,20,2023-07-20,Ecuador,Guayaquil,Smartphones,Google Pixel 6,749,0.28,4,2996,838.8800000000001
2489,2023,7,14,2023-07-14,Perú,Arequipa,Tablets,Huawei MatePad Pro,649,0.14,3,1947,272.58000000000004
2490,2023,7,6,2023-07-06,Chile,Santiago,Auriculares,Audio-Technica ATH-M50x,174,0.32,5,870,278.40000000000003
2491,2023,7,8,2023-07-08,Paraguay,Ciudad del Este,Smartphones,Huawei P40 Pro,899,0.34,1,899,305.66
2492,2023,7,1,2023-07-01,Paraguay,Encarnación,Laptops,Gigabyte Aero 15 OLED,2599,0.11,4,10396,1143.56
2493,2023,7,16,2023-07-16,Colombia,Medellín,Tablets,iPad Air,649,0.33,3,1947,642.51
2494,2023,7,8,2023-07-08,Paraguay,Ciudad del Este,Smartphones,iPhone 13,1099,0.19,2,2198,417.62
2495,2023,7,30,2023-07-30,Uruguay,Ciudad de la Costa,Tablets,iPad Air,649,0.33,4,2596,856.6800000000001
2496,2023,7,7,2023-07-07,Panamá,Colón,Laptops,Microsoft Surface Laptop 4,1649,0.27,3,4947,1335.69
2497,2023,7,12,2023-07-12,Venezuela,Valencia,Tablets,Xiaomi Mi Pad 5,449,0.26,5,2245,583.7
2498,2023,7,6,2023-07-06,Panamá,Ciudad de Panamá,Auriculares,Microsoft Surface Earbuds,224,0.14,3,672,94.08000000000001
2499,2023,7,19,2023-07-19,Uruguay,Salto,Auriculares,Sony WH-1000XM4,324,0.27,2,648,174.96
2500,2023,7,23,2023-07-23,Panamá,Ciudad de Panamá,Tablets,Huawei MatePad Pro,649,0.14,4,2596,363.44000000000005
2501,2023,7,2,2023-07-02,Colombia,Cali,Laptops,Acer Swift 5,899,0.32,3,2697,863.04
2502,2023,7,18,2023-07-18,Panamá,Ciudad de Panamá,Tablets,Samsung Galaxy Tab S7,699,0.15,5,3495,524.25
2503,2023,7,7,2023-07-07,Bolivia,Cochabamba,Laptops,Acer Swift 5,899,0.32,1,899,287.68
2504,2023,7,9,2023-07-09,Uruguay,Montevideo,Laptops,Acer Swift 5,899,0.32,4,3596,1150.72
2505,2023,7,30,2023-07-30,Venezuela,Valencia,Laptops,Acer Swift 5,899,0.32,5,4495,1438.4
2506,2023,7,9,2023-07-09,Venezuela,Caracas,Auriculares,Apple AirPods Pro,224,0.26,5,1120,291.2
2507,2023,7,23,2023-07-23,Chile,Valparaíso,Auriculares,Apple AirPods Pro,224,0.26,4,896,232.96
2508,2023,7,30,2023-07-30,Costa Rica,Limón,Laptops,MSI GS66 Stealth,2249,0.2,5,11245,2249.0
2509,2023,7,27,2023-07-27,Perú,Arequipa,Laptops,Gigabyte Aero 15 OLED,2599,0.11,1,2599,285.89
2510,2023,7,2,2023-07-02,Perú,Arequipa,Smartphones,iPhone 13,1099,0.19,3,3297,626.4300000000001
2511,2023,7,31,2023-07-31,Panamá,Ciudad de Panamá,Laptops,MacBook Pro 14,2999,0.19,2,5998,1139.6200000000001
2512,2023,7,6,2023-07-06,Colombia,Bogotá,Laptops,MacBook Pro 14,2999,0.19,1,2999,569.8100000000001
2513,2023,7,26,2023-07-26,Bolivia,La Paz,Laptops,HP Spectre x360,1799,0.25,2,3598,899.5
2514,2023,7,19,2023-07-19,Brasil,Río de Janeiro,Laptops,Gigabyte Aero 15 OLED,2599,0.11,1,2599,285.89
2515,2023,7,14,2023-07-14,Venezuela,Maracaibo,Auriculares,Samsung Galaxy Buds Pro,174,0.11,2,348,38.28
2516,2023,7,30,2023-07-30,Perú,Trujillo,Smartphones,Samsung Galaxy S21,899,0.28,1,899,251.72000000000003
2517,2023,7,31,2023-07-31,Paraguay,Asunción,Laptops,Dell XPS 13,1399,0.35,5,6995,2448.25
2518,2023,7,5,2023-07-05,Perú,Arequipa,Auriculares,Sony WH-1000XM4,324,0.27,4,1296,349.92
2519,2023,7,9,2023-07-09,Colombia,Bogotá,Tablets,Xiaomi Mi Pad 5,449,0.26,1,449,116.74000000000001
2520,2023,7,22,2023-07-22,Argentina,Buenos Aires,Auriculares,Razer Opus,224,0.11,3,672,73.92
2521,2023,7,28,2023-07-28,Venezuela,Maracaibo,Smartphones,Huawei P40 Pro,899,0.34,5,4495,1528.3000000000002
2522,2023,7,12,2023-07-12,Panamá,Ciudad de Panamá,Auriculares,Razer Opus,224,0.11,5,1120,123.2
2523,2023,7,12,2023-07-12,Colombia,Bogotá,Auriculares,Samsung Galaxy Buds Pro,174,0.11,2,348,38.28
2524,2023,7,31,2023-07-31,Venezuela,Maracaibo,Smartphones,OnePlus 9,799,0.32,2,1598,511.36
2525,2023,7,6,2023-07-06,Paraguay,Asunción,Auriculares,Samsung Galaxy Buds Pro,174,0.11,4,696,76.56
2526,2023,7,11,2023-07-11,Ecuador,Guayaquil,Tablets,Huawei MatePad Pro,649,0.14,1,649,90.86000000000001
2527,2023,7,2,2023-07-02,Panamá,Ciudad de Panamá,Tablets,LG G Pad 5 10.1,249,0.33,3,747,246.51000000000002
2528,2023,7,28,2023-07-28,Chile,Concepción,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,2,4098,450.78000000000003
2529,2023,7,10,2023-07-10,Paraguay,Encarnación,Laptops,Razer Blade 15,2649,0.33,1,2649,874.1700000000001
2530,2023,7,19,2023-07-19,Venezuela,Valencia,Tablets,Google Pixel Slate,799,0.3,4,3196,958.8
2531,2023,7,10,2023-07-10,Colombia,Medellín,Tablets,iPad Air,649,0.33,1,649,214.17000000000002
2532,2023,7,7,2023-07-07,México,Ciudad de México (CDMX),Laptops,Microsoft Surface Laptop 4,1649,0.27,2,3298,890.46
2533,2023,7,18,2023-07-18,Brasil,Brasilia,Tablets,Google Pixel Slate,799,0.3,3,2397,719.1
2534,2023,7,17,2023-07-17,Brasil,São Paulo,Smartphones,Asus ROG Phone 5,1099,0.13,4,4396,571.48
2535,2023,7,4,2023-07-04,Chile,Santiago,Auriculares,Beats Studio3,274,0.13,5,1370,178.1
2536,2023,7,13,2023-07-13,Perú,Trujillo,Smartphones,Motorola Edge 20 Pro,849,0.2,1,849,169.8
2537,2023,7,28,2023-07-28,Chile,Valparaíso,Tablets,Microsoft Surface Pro 7,999,0.35,2,1998,699.3
2538,2023,7,10,2023-07-10,Ecuador,Guayaquil,Tablets,Lenovo Tab P11 Pro,549,0.3,3,1647,494.09999999999997
2539,2023,7,4,2023-07-04,México,Monterrey,Laptops,Gigabyte Aero 15 OLED,2599,0.11,5,12995,1429.45
2540,2023,7,14,2023-07-14,Bolivia,Cochabamba,Laptops,MacBook Pro 14,2999,0.19,4,11996,2279.2400000000002
2541,2023,7,26,2023-07-26,México,Monterrey,Smartphones,Asus ROG Phone 5,1099,0.13,3,3297,428.61
2542,2023,7,14,2023-07-14,Perú,Lima,Tablets,Google Pixel Slate,799,0.3,2,1598,479.4
2543,2023,7,10,2023-07-10,Venezuela,Caracas,Laptops,MSI GS66 Stealth,2249,0.2,5,11245,2249.0
2544,2023,7,4,2023-07-04,Panamá,Ciudad de Panamá,Auriculares,Microsoft Surface Earbuds,224,0.14,1,224,31.360000000000003
2545,2023,7,22,2023-07-22,Argentina,Buenos Aires,Smartphones,Samsung Galaxy S21,899,0.28,1,899,251.72000000000003
2546,2023,7,6,2023-07-06,Bolivia,Cochabamba,Smartphones,iPhone 13,1099,0.19,5,5495,1044.05
2547,2023,7,9,2023-07-09,Perú,Lima,Smartphones,Xiaomi Mi 11,699,0.2,1,699,139.8
2548,2023,7,10,2023-07-10,Colombia,Medellín,Laptops,ASUS ZenBook 14,1149,0.29,5,5745,1666.05
2549,2023,7,17,2023-07-17,Ecuador,Guayaquil,Auriculares,Microsoft Surface Earbuds,224,0.14,4,896,125.44000000000001
2550,2023,7,24,2023-07-24,Panamá,David,Laptops,MacBook Pro 14,2999,0.19,2,5998,1139.6200000000001
2551,2023,7,20,2023-07-20,Uruguay,Salto,Laptops,Gigabyte Aero 15 OLED,2599,0.11,4,10396,1143.56
2552,2023,7,22,2023-07-22,Bolivia,Cochabamba,Tablets,LG G Pad 5 10.1,249,0.33,1,249,82.17
2553,2023,7,13,2023-07-13,Panamá,David,Tablets,Microsoft Surface Pro 7,999,0.35,4,3996,1398.6
2554,2023,7,20,2023-07-20,Bolivia,Santa Cruz de la Sierra,Laptops,Acer Swift 5,899,0.32,4,3596,1150.72
2555,2023,7,17,2023-07-17,Chile,Concepción,Tablets,Huawei MatePad Pro,649,0.14,2,1298,181.72000000000003
2556,2023,7,24,2023-07-24,Panamá,Colón,Tablets,Xiaomi Mi Pad 5,449,0.26,2,898,233.48000000000002
2557,2023,7,31,2023-07-31,Venezuela,Maracaibo,Auriculares,Jabra Elite 85t,224,0.21,4,896,188.16
2558,2023,7,24,2023-07-24,Perú,Lima,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,1,2049,225.39000000000001
2559,2023,7,18,2023-07-18,Colombia,Bogotá,Tablets,Samsung Galaxy Tab S7,699,0.15,2,1398,209.7
2560,2023,7,29,2023-07-29,Costa Rica,Limón,Tablets,Google Pixel Slate,799,0.3,1,799,239.7
2561,2023,7,19,2023-07-19,Venezuela,Caracas,Smartphones,OnePlus 9,799,0.32,1,799,255.68
2562,2023,7,4,2023-07-04,Panamá,Ciudad de Panamá,Smartphones,Xiaomi Mi 11,699,0.2,3,2097,419.40000000000003
2563,2023,7,19,2023-07-19,Argentina,Buenos Aires,Smartphones,iPhone 13,1099,0.19,3,3297,626.4300000000001
2564,2023,7,30,2023-07-30,Uruguay,Salto,Smartphones,Oppo Find X3 Pro,1049,0.23,5,5245,1206.3500000000001
2565,2023,7,31,2023-07-31,Perú,Trujillo,Tablets,Xiaomi Mi Pad 5,449,0.26,5,2245,583.7
2566,2023,7,7,2023-07-07,Bolivia,Cochabamba,Laptops,Acer Swift 5,899,0.32,1,899,287.68
2567,2023,7,2,2023-07-02,Costa Rica,Limón,Tablets,Amazon Fire HD 10,199,0.31,2,398,123.38
2568,2023,7,19,2023-07-19,Bolivia,Santa Cruz de la Sierra,Smartphones,Xiaomi Mi 11,699,0.2,5,3495,699.0
2569,2023,7,21,2023-07-21,Brasil,Brasilia,Laptops,Dell XPS 13,1399,0.35,4,5596,1958.6
2570,2023,7,11,2023-07-11,Panamá,Colón,Laptops,MacBook Pro 14,2999,0.19,3,8997,1709.43
2571,2023,7,7,2023-07-07,Ecuador,Cuenca,Tablets,Microsoft Surface Pro 7,999,0.35,2,1998,699.3
2572,2023,7,22,2023-07-22,Uruguay,Salto,Auriculares,Beats Studio3,274,0.13,5,1370,178.1
2573,2023,7,21,2023-07-21,Brasil,Río de Janeiro,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,1,2049,225.39000000000001
2574,2023,7,7,2023-07-07,Costa Rica,Limón,Laptops,HP Spectre x360,1799,0.25,5,8995,2248.75
2575,2023,7,26,2023-07-26,Paraguay,Encarnación,Laptops,Gigabyte Aero 15 OLED,2599,0.11,5,12995,1429.45
2576,2023,7,18,2023-07-18,Brasil,Brasilia,Laptops,Gigabyte Aero 15 OLED,2599,0.11,1,2599,285.89
2577,2023,7,5,2023-07-05,Bolivia,Santa Cruz de la Sierra,Smartphones,OnePlus 9,799,0.32,4,3196,1022.72
2578,2023,7,20,2023-07-20,Chile,Santiago,Laptops,Microsoft Surface Laptop 4,1649,0.27,2,3298,890.46
2579,2023,7,24,2023-07-24,Costa Rica,Heredia,Laptops,Razer Blade 15,2649,0.33,4,10596,3496.6800000000003
2580,2023,7,21,2023-07-21,Colombia,Medellín,Smartphones,iPhone 13,1099,0.19,1,1099,208.81
2581,2023,7,14,2023-07-14,Paraguay,Encarnación,Auriculares,Audio-Technica ATH-M50x,174,0.32,4,696,222.72
2582,2023,7,16,2023-07-16,Brasil,Río de Janeiro,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,5,10245,1126.95
2583,2023,7,16,2023-07-16,Uruguay,Salto,Smartphones,Motorola Edge 20 Pro,849,0.2,3,2547,509.40000000000003
2584,2023,7,10,2023-07-10,México,Guadalajara,Smartphones,Xiaomi Mi 11,699,0.2,1,699,139.8
2585,2023,7,25,2023-07-25,Perú,Trujillo,Tablets,Samsung Galaxy Tab S7,699,0.15,2,1398,209.7
2586,2023,7,7,2023-07-07,Perú,Trujillo,Tablets,Microsoft Surface Pro 7,999,0.35,1,999,349.65
2587,2023,7,28,2023-07-28,Colombia,Bogotá,Laptops,ASUS ZenBook 14,1149,0.29,5,5745,1666.05
2588,2023,7,30,2023-07-30,Colombia,Cali,Auriculares,Microsoft Surface Earbuds,224,0.14,2,448,62.720000000000006
2589,2023,7,18,2023-07-18,Panamá,Ciudad de Panamá,Tablets,Google Pixel Slate,799,0.3,1,799,239.7
2590,2023,7,11,2023-07-11,Panamá,David,Tablets,LG G Pad 5 10.1,249,0.33,5,1245,410.85
2591,2023,7,23,2023-07-23,Bolivia,Santa Cruz de la Sierra,Smartphones,Xiaomi Mi 11,699,0.2,2,1398,279.6
2592,2023,7,8,2023-07-08,Brasil,Río de Janeiro,Tablets,LG G Pad 5 10.1,249,0.33,1,249,82.17
2593,2023,7,14,2023-07-14,Uruguay,Montevideo,Auriculares,Audio-Technica ATH-M50x,174,0.32,5,870,278.40000000000003
2594,2023,7,14,2023-07-14,Chile,Concepción,Smartphones,LG Velvet,649,0.12,1,649,77.88
2595,2023,7,17,2023-07-17,Panamá,David,Tablets,ASUS ZenPad 3S 10,399,0.2,4,1596,319.20000000000005
2596,2023,7,18,2023-07-18,Costa Rica,San José,Tablets,Samsung Galaxy Tab S7,699,0.15,1,699,104.85
2597,2023,7,12,2023-07-12,Brasil,Río de Janeiro,Smartphones,Xiaomi Mi 11,699,0.2,5,3495,699.0
2598,2023,7,5,2023-07-05,Venezuela,Maracaibo,Auriculares,Audio-Technica ATH-M50x,174,0.32,5,870,278.40000000000003
2599,2023,7,14,2023-07-14,Colombia,Medellín,Smartphones,Huawei P40 Pro,899,0.34,1,899,305.66
2600,2023,7,22,2023-07-22,Argentina,Buenos Aires,Tablets,iPad Air,649,0.33,3,1947,642.51
2601,2023,7,14,2023-07-14,Chile,Concepción,Laptops,Razer Blade 15,2649,0.33,3,7947,2622.51
2602,2023,7,5,2023-07-05,Costa Rica,Limón,Auriculares,Sennheiser Momentum 3,324,0.32,4,1296,414.72
2603,2023,7,3,2023-07-03,Ecuador,Guayaquil,Smartphones,Huawei P40 Pro,899,0.34,1,899,305.66
2604,2023,7,10,2023-07-10,Panamá,Ciudad de Panamá,Laptops,Razer Blade 15,2649,0.33,4,10596,3496.6800000000003
2605,2023,7,16,2023-07-16,Brasil,Brasilia,Laptops,MacBook Pro 14,2999,0.19,4,11996,2279.2400000000002
2606,2023,7,14,2023-07-14,Perú,Trujillo,Auriculares,Razer Opus,224,0.11,5,1120,123.2
2607,2023,7,30,2023-07-30,Perú,Lima,Laptops,MSI GS66 Stealth,2249,0.2,3,6747,1349.4
2608,2023,7,27,2023-07-27,Brasil,Brasilia,Smartphones,Sony Xperia 1 III,1199,0.1,1,1199,119.9
2609,2023,7,13,2023-07-13,Argentina,Buenos Aires,Laptops,Gigabyte Aero 15 OLED,2599,0.11,5,12995,1429.45
2610,2023,7,25,2023-07-25,Paraguay,Encarnación,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,2,4098,450.78000000000003
2611,2023,7,19,2023-07-19,Venezuela,Maracaibo,Laptops,Microsoft Surface Laptop 4,1649,0.27,1,1649,445.23
2612,2023,7,17,2023-07-17,Venezuela,Maracaibo,Tablets,ASUS ZenPad 3S 10,399,0.2,5,1995,399.0
2613,2023,7,30,2023-07-30,Colombia,Medellín,Tablets,Amazon Fire HD 10,199,0.31,5,995,308.45
2614,2023,7,20,2023-07-20,Chile,Valparaíso,Laptops,MacBook Pro 14,2999,0.19,4,11996,2279.2400000000002
2615,2023,7,6,2023-07-06,Uruguay,Ciudad de la Costa,Auriculares,Beats Studio3,274,0.13,5,1370,178.1
2616,2023,7,10,2023-07-10,Panamá,David,Tablets,Huawei MatePad Pro,649,0.14,1,649,90.86000000000001
2617,2023,7,5,2023-07-05,México,Ciudad de México (CDMX),Smartphones,Samsung Galaxy S21,899,0.28,1,899,251.72000000000003
2618,2023,7,9,2023-07-09,Costa Rica,Heredia,Tablets,Xiaomi Mi Pad 5,449,0.26,1,449,116.74000000000001
2619,2023,7,2,2023-07-02,Uruguay,Montevideo,Auriculares,Samsung Galaxy Buds Pro,174,0.11,3,522,57.42
2620,2023,7,14,2023-07-14,Costa Rica,San José,Smartphones,LG Velvet,649,0.12,4,2596,311.52
2621,2023,7,30,2023-07-30,Chile,Concepción,Laptops,ASUS ZenBook 14,1149,0.29,2,2298,666.42
2622,2023,7,15,2023-07-15,Perú,Trujillo,Smartphones,OnePlus 9,799,0.32,3,2397,767.04
2623,2023,7,19,2023-07-19,Perú,Lima,Auriculares,Samsung Galaxy Buds Pro,174,0.11,1,174,19.14
2624,2023,7,18,2023-07-18,Argentina,Buenos Aires,Auriculares,Beats Studio3,274,0.13,2,548,71.24000000000001
2625,2023,7,29,2023-07-29,Brasil,Río de Janeiro,Smartphones,Oppo Find X3 Pro,1049,0.23,4,4196,965.08
2626,2023,7,23,2023-07-23,Perú,Lima,Laptops,Microsoft Surface Laptop 4,1649,0.27,2,3298,890.46
2627,2023,7,29,2023-07-29,Costa Rica,San José,Auriculares,Samsung Galaxy Buds Pro,174,0.11,4,696,76.56
2628,2023,7,2,2023-07-02,Uruguay,Ciudad de la Costa,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,4,8196,901.5600000000001
2629,2023,7,24,2023-07-24,Venezuela,Valencia,Tablets,Google Pixel Slate,799,0.3,1,799,239.7
2630,2023,7,15,2023-07-15,Chile,Concepción,Smartphones,Xiaomi Mi 11,699,0.2,3,2097,419.40000000000003
2631,2023,7,13,2023-07-13,Ecuador,Guayaquil,Smartphones,Motorola Edge 20 Pro,849,0.2,3,2547,509.40000000000003
2632,2023,7,5,2023-07-05,Chile,Valparaíso,Smartphones,Oppo Find X3 Pro,1049,0.23,1,1049,241.27
2633,2023,7,15,2023-07-15,Perú,Lima,Tablets,Xiaomi Mi Pad 5,449,0.26,2,898,233.48000000000002
2634,2023,7,3,2023-07-03,México,Monterrey,Tablets,Amazon Fire HD 10,199,0.31,3,597,185.07
2635,2023,7,13,2023-07-13,Panamá,Ciudad de Panamá,Auriculares,Samsung Galaxy Buds Pro,174,0.11,5,870,95.7
2636,2023,7,30,2023-07-30,México,Monterrey,Tablets,Huawei MatePad Pro,649,0.14,4,2596,363.44000000000005
2637,2023,7,24,2023-07-24,Bolivia,La Paz,Smartphones,Huawei P40 Pro,899,0.34,3,2697,916.98
2638,2023,7,1,2023-07-01,Paraguay,Encarnación,Laptops,Gigabyte Aero 15 OLED,2599,0.11,2,5198,571.78
2639,2023,7,8,2023-07-08,Panamá,David,Smartphones,Sony Xperia 1 III,1199,0.1,4,4796,479.6
2640,2023,7,18,2023-07-18,Brasil,São Paulo,Tablets,Google Pixel Slate,799,0.3,4,3196,958.8
2641,2023,7,17,2023-07-17,Colombia,Medellín,Tablets,Microsoft Surface Pro 7,999,0.35,3,2997,1048.95
2642,2023,7,23,2023-07-23,Costa Rica,Heredia,Laptops,Razer Blade 15,2649,0.33,3,7947,2622.51
2643,2023,7,15,2023-07-15,Colombia,Medellín,Laptops,Dell XPS 13,1399,0.35,3,4197,1468.9499999999998
2644,2023,7,10,2023-07-10,Brasil,Río de Janeiro,Auriculares,Bose QuietComfort 35 II,274,0.28,5,1370,383.6
2645,2023,7,14,2023-07-14,Argentina,Buenos Aires,Laptops,MSI GS66 Stealth,2249,0.2,3,6747,1349.4
2646,2023,7,10,2023-07-10,Venezuela,Maracaibo,Auriculares,Bose QuietComfort 35 II,274,0.28,4,1096,306.88000000000005
2647,2023,7,27,2023-07-27,Panamá,Colón,Smartphones,iPhone 13,1099,0.19,1,1099,208.81
2648,2023,7,27,2023-07-27,Perú,Arequipa,Laptops,Gigabyte Aero 15 OLED,2599,0.11,3,7797,857.67
2649,2023,7,13,2023-07-13,Ecuador,Cuenca,Laptops,Dell XPS 13,1399,0.35,5,6995,2448.25
2650,2023,7,16,2023-07-16,Colombia,Cali,Tablets,iPad Air,649,0.33,5,3245,1070.8500000000001
2651,2023,7,13,2023-07-13,México,Ciudad de México (CDMX),Auriculares,Jabra Elite 85t,224,0.21,2,448,94.08
2652,2023,7,6,2023-07-06,Bolivia,Santa Cruz de la Sierra,Auriculares,Microsoft Surface Earbuds,224,0.14,1,224,31.360000000000003
2653,2023,7,21,2023-07-21,Venezuela,Caracas,Auriculares,Sony WH-1000XM4,324,0.27,3,972,262.44
2654,2023,7,29,2023-07-29,México,Ciudad de México (CDMX),Auriculares,Beats Studio3,274,0.13,2,548,71.24000000000001
2655,2023,7,30,2023-07-30,México,Ciudad de México (CDMX),Laptops,MacBook Pro 14,2999,0.19,2,5998,1139.6200000000001
2656,2023,7,10,2023-07-10,Chile,Santiago,Tablets,ASUS ZenPad 3S 10,399,0.2,4,1596,319.20000000000005
2657,2023,7,18,2023-07-18,Brasil,Brasilia,Laptops,Microsoft Surface Laptop 4,1649,0.27,5,8245,2226.15
2658,2023,7,24,2023-07-24,Costa Rica,Heredia,Laptops,HP Spectre x360,1799,0.25,5,8995,2248.75
2659,2023,7,8,2023-07-08,Perú,Lima,Tablets,Google Pixel Slate,799,0.3,3,2397,719.1
2660,2023,7,18,2023-07-18,Panamá,Colón,Laptops,ASUS ZenBook 14,1149,0.29,3,3447,999.6299999999999
2661,2023,7,29,2023-07-29,Brasil,São Paulo,Laptops,MacBook Pro 14,2999,0.19,2,5998,1139.6200000000001
2662,2023,7,29,2023-07-29,Paraguay,Encarnación,Auriculares,Bose QuietComfort 35 II,274,0.28,3,822,230.16000000000003
2663,2023,7,3,2023-07-03,Brasil,Río de Janeiro,Laptops,Microsoft Surface Laptop 4,1649,0.27,5,8245,2226.15
2664,2023,7,26,2023-07-26,México,Guadalajara,Auriculares,Sony WH-1000XM4,324,0.27,4,1296,349.92
2665,2023,7,27,2023-07-27,Panamá,David,Smartphones,OnePlus 9,799,0.32,3,2397,767.04
2666,2023,7,20,2023-07-20,Chile,Valparaíso,Tablets,LG G Pad 5 10.1,249,0.33,5,1245,410.85
2667,2023,7,4,2023-07-04,Ecuador,Guayaquil,Auriculares,Sennheiser Momentum 3,324,0.32,3,972,311.04
2668,2023,7,11,2023-07-11,Panamá,David,Laptops,Razer Blade 15,2649,0.33,2,5298,1748.3400000000001
2669,2023,7,14,2023-07-14,Colombia,Cali,Smartphones,Oppo Find X3 Pro,1049,0.23,3,3147,723.8100000000001
2670,2023,7,3,2023-07-03,Ecuador,Guayaquil,Auriculares,Jabra Elite 85t,224,0.21,2,448,94.08
2671,2023,7,19,2023-07-19,Panamá,Colón,Auriculares,Razer Opus,224,0.11,2,448,49.28
2672,2023,7,13,2023-07-13,Perú,Trujillo,Auriculares,Apple AirPods Pro,224,0.26,1,224,58.24
2673,2023,7,30,2023-07-30,Chile,Valparaíso,Auriculares,Sony WH-1000XM4,324,0.27,5,1620,437.40000000000003
2674,2023,7,30,2023-07-30,Paraguay,Asunción,Tablets,Xiaomi Mi Pad 5,449,0.26,1,449,116.74000000000001
2675,2023,7,5,2023-07-05,Bolivia,Santa Cruz de la Sierra,Tablets,Lenovo Tab P11 Pro,549,0.3,4,2196,658.8
2676,2023,7,16,2023-07-16,Uruguay,Ciudad de la Costa,Tablets,Lenovo Tab P11 Pro,549,0.3,3,1647,494.09999999999997
2677,2023,7,10,2023-07-10,Brasil,São Paulo,Smartphones,Xiaomi Mi 11,699,0.2,2,1398,279.6
2678,2023,7,30,2023-07-30,Colombia,Medellín,Tablets,Amazon Fire HD 10,199,0.31,5,995,308.45
2679,2023,7,11,2023-07-11,Venezuela,Maracaibo,Tablets,Microsoft Surface Pro 7,999,0.35,5,4995,1748.25
2680,2023,7,6,2023-07-06,Panamá,Ciudad de Panamá,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,1,2049,225.39000000000001
2681,2023,7,3,2023-07-03,Brasil,Río de Janeiro,Laptops,MSI GS66 Stealth,2249,0.2,5,11245,2249.0
2682,2023,7,20,2023-07-20,Costa Rica,Heredia,Auriculares,Bose QuietComfort 35 II,274,0.28,3,822,230.16000000000003
2683,2023,7,15,2023-07-15,Ecuador,Cuenca,Auriculares,Audio-Technica ATH-M50x,174,0.32,4,696,222.72
2684,2023,7,18,2023-07-18,Chile,Santiago,Smartphones,Samsung Galaxy S21,899,0.28,4,3596,1006.8800000000001
2685,2023,7,3,2023-07-03,Costa Rica,Limón,Laptops,Razer Blade 15,2649,0.33,5,13245,4370.85
2686,2023,7,7,2023-07-07,Brasil,Río de Janeiro,Laptops,Dell XPS 13,1399,0.35,5,6995,2448.25
2687,2023,7,19,2023-07-19,Uruguay,Salto,Smartphones,Sony Xperia 1 III,1199,0.1,1,1199,119.9
2688,2023,7,9,2023-07-09,Argentina,Buenos Aires,Smartphones,OnePlus 9,799,0.32,3,2397,767.04
2689,2023,7,2,2023-07-02,Bolivia,Santa Cruz de la Sierra,Auriculares,Beats Studio3,274,0.13,3,822,106.86
2690,2023,7,6,2023-07-06,México,Monterrey,Auriculares,Audio-Technica ATH-M50x,174,0.32,5,870,278.40000000000003
2691,2023,7,29,2023-07-29,México,Ciudad de México (CDMX),Smartphones,LG Velvet,649,0.12,4,2596,311.52
