Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost
8090,CA-2024-112109-CHO-TRI-54000,2024-07-08,2030-01-02,Standard Class,112109,Canada,Winnipeg,Manitoba,R0H,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15,4,9.8,5.2
8091,CA-2024-112109-CHO-MIL-31000,2024-07-08,2030-01-02,Standard Class,112109,Canada,Winnipeg,Manitoba,R0H,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
8092,CA-2024-112109-CHO-MIL-31000,2024-07-08,2030-01-02,Standard Class,112109,Canada,Winnipeg,Manitoba,R0H,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98
8432,US-2024-105697-CHO-SCR-58000,2024-08-25,2030-02-17,First Class,105697,United States,Cleveland,Ohio,44105,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
9474,US-2024-124261-CHO-NUT-13000,2024-11-14,2030-05-12,Standard Class,124261,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,27.92,8,19.92,8
664,US-2021-142048-CHO-TRI-54000,2021-06-22,2026-12-16,First Class,142048,United States,Louisville,Colorado,80027,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8
1717,US-2021-147606-CHO-MIL-31000,2021-11-26,2027-05-24,Second Class,147606,United States,Houston,Texas,77070,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
2451,US-2022-134026-CHO-MIL-31000,2022-04-26,2027-10-23,Standard Class,134026,United States,Memphis,Tennessee,38109,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26,8,16.88,9.12
2454,US-2022-134026-CHO-NUT-13000,2022-04-26,2027-10-23,Standard Class,134026,United States,Memphis,Tennessee,38109,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2
2459,US-2022-134026-CHO-MIL-31000,2022-04-26,2027-10-23,Standard Class,134026,United States,Memphis,Tennessee,38109,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14
2562,US-2022-168914-CHO-NUT-13000,2022-05-21,2027-11-17,Standard Class,168914,United States,Frankfort,Illinois,60423,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,27.92,8,19.92,8
3440,US-2022-139731-CHO-TRI-54000,2022-10-15,2028-04-06,Same Day,139731,United States,Amarillo,Texas,79109,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5
3447,US-2022-139731-CHO-TRI-54000,2022-10-15,2028-04-06,Same Day,139731,United States,Amarillo,Texas,79109,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9
3742,US-2022-101511-CHO-TRI-54000,2022-11-21,2028-05-15,Second Class,101511,United States,Newark,Ohio,43055,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1
3755,US-2022-101511-CHO-TRI-54000,2022-11-21,2028-05-15,Second Class,101511,United States,Newark,Ohio,43055,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5
5922,US-2023-162026-CHO-TRI-54000,2023-10-08,2029-03-30,Same Day,162026,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6
6016,US-2023-144729-CHO-SCR-58000,2023-10-21,2029-04-16,Standard Class,144729,United States,San Diego,California,92037,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
6450,US-2023-113621-CHO-SCR-58000,2023-12-01,2029-05-27,Standard Class,113621,United States,Rockville,Maryland,20852,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
6472,US-2023-113621-CHO-NUT-13000,2023-12-01,2029-05-27,Standard Class,113621,United States,Rockville,Maryland,20852,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3
7420,US-2024-108070-CHO-MIL-31000,2024-04-16,2029-10-11,Standard Class,108070,United States,San Jose,California,95123,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14
7427,US-2024-108070-CHO-SCR-58000,2024-04-16,2029-10-11,Standard Class,108070,United States,San Jose,California,95123,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4
7902,US-2024-129462-CHO-NUT-13000,2024-06-16,2029-12-12,Second Class,129462,United States,Florence,Kentucky,41042,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2
7903,US-2024-129462-CHO-NUT-13000,2024-06-16,2029-12-12,Second Class,129462,United States,Florence,Kentucky,41042,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3
7912,US-2024-129462-CHO-MIL-31000,2024-06-16,2029-12-12,Second Class,129462,United States,Florence,Kentucky,41042,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
7913,US-2024-129462-CHO-NUT-13000,2024-06-16,2029-12-12,Second Class,129462,United States,Florence,Kentucky,41042,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1
8821,US-2024-161053-CHO-TRI-54000,2024-09-22,2030-03-16,First Class,161053,United States,Fayetteville,Arkansas,72701,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15,4,9.8,5.2
8834,US-2024-161053-CHO-FUD-51000,2024-09-22,2030-03-16,First Class,161053,United States,Fayetteville,Arkansas,72701,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18,5,12,6
9381,US-2024-141852-CHO-NUT-13000,2024-11-09,2030-05-07,Standard Class,141852,United States,Oceanside,California,92054,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,27.92,8,19.92,8
6521,US-2023-114489-CHO-FUD-51000,2023-12-05,2029-05-31,Standard Class,114489,United States,Franklin,Wisconsin,53132,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,28.8,8,19.2,9.6
6526,US-2023-114489-CHO-SCR-58000,2023-12-05,2029-05-31,Standard Class,114489,United States,Franklin,Wisconsin,53132,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5
6533,US-2023-114489-CHO-FUD-51000,2023-12-05,2029-05-31,Standard Class,114489,United States,Franklin,Wisconsin,53132,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,39.6,11,26.4,13.2
6535,US-2023-114489-CHO-FUD-51000,2023-12-05,2029-05-31,Standard Class,114489,United States,Franklin,Wisconsin,53132,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6
9135,US-2024-146416-OTH-KAZ-38000,2024-10-20,2030-04-14,Second Class,146416,United States,Woodland,California,95695,Other,Pacific,OTH-KAZ-38000,Kazookles,13,4,1,12
9138,US-2024-146416-CHO-NUT-13000,2024-10-20,2030-04-14,Second Class,146416,United States,Woodland,California,95695,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1
9920,US-2024-135503-CHO-SCR-58000,2024-12-10,2030-06-07,Standard Class,135503,United States,North Charleston,South Carolina,29406,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
1584,US-2021-116407-CHO-NUT-13000,2021-11-15,2027-05-14,Standard Class,116407,United States,Johnson City,Tennessee,37604,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2
1585,US-2021-116407-CHO-SCR-58000,2021-11-15,2027-05-14,Standard Class,116407,United States,Johnson City,Tennessee,37604,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
1587,US-2021-116407-CHO-NUT-13000,2021-11-15,2027-05-14,Standard Class,116407,United States,Johnson City,Tennessee,37604,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4
3297,US-2022-105508-CHO-FUD-51000,2022-09-24,2028-03-21,Standard Class,105508,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2
6480,US-2023-155103-CHO-NUT-13000,2023-12-02,2029-05-29,Standard Class,155103,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3
6481,US-2023-155103-CHO-TRI-54000,2023-12-02,2029-05-29,Standard Class,155103,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9
6482,US-2023-155103-CHO-TRI-54000,2023-12-02,2029-05-29,Standard Class,155103,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3
6839,US-2024-123862-CHO-FUD-51000,2024-01-07,2029-07-01,Second Class,123862,United States,Long Beach,California,90805,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2
6840,US-2024-123862-CHO-FUD-51000,2024-01-07,2029-07-01,Second Class,123862,United States,Long Beach,California,90805,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,39.6,11,26.4,13.2
6841,US-2024-123862-CHO-SCR-58000,2024-01-07,2029-07-01,Second Class,123862,United States,Long Beach,California,90805,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
6842,US-2024-123862-CHO-MIL-31000,2024-01-07,2029-07-01,Second Class,123862,United States,Long Beach,California,90805,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98
7341,US-2024-123281-CHO-MIL-31000,2024-04-02,2029-09-28,Standard Class,123281,United States,Los Angeles,California,90008,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
8096,US-2024-121083-CHO-NUT-13000,2024-07-09,2030-01-05,Standard Class,121083,United States,Manchester,Connecticut,06040,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6
8098,US-2024-121083-CHO-SCR-58000,2024-07-09,2030-01-05,Standard Class,121083,United States,Manchester,Connecticut,06040,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5
8099,US-2024-121083-CHO-SCR-58000,2024-07-09,2030-01-05,Standard Class,121083,United States,Manchester,Connecticut,06040,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4
8101,US-2024-121083-CHO-TRI-54000,2024-07-09,2030-01-05,Standard Class,121083,United States,Manchester,Connecticut,06040,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6
9198,US-2024-110646-CHO-TRI-54000,2024-10-26,2030-04-23,Standard Class,110646,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9
9201,US-2024-110646-CHO-FUD-51000,2024-10-26,2030-04-23,Standard Class,110646,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18,5,12,6
9205,US-2024-110646-CHO-NUT-13000,2024-10-26,2030-04-23,Standard Class,110646,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5
184,US-2021-114510-CHO-NUT-13000,2021-03-14,2026-09-09,Standard Class,114510,United States,Logan,Utah,84321,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4
185,US-2021-114510-CHO-NUT-13000,2021-03-14,2026-09-09,Standard Class,114510,United States,Logan,Utah,84321,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2
189,US-2021-114510-CHO-TRI-54000,2021-03-14,2026-09-09,Standard Class,114510,United States,Logan,Utah,84321,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3
190,US-2021-114510-CHO-FUD-51000,2021-03-14,2026-09-09,Standard Class,114510,United States,Logan,Utah,84321,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4
191,US-2021-114510-CHO-MIL-31000,2021-03-14,2026-09-09,Standard Class,114510,United States,Logan,Utah,84321,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,39,12,25.32,13.68
4594,US-2023-163594-CHO-SCR-58000,2023-04-12,2028-10-04,First Class,163594,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
4597,US-2023-163594-CHO-FUD-51000,2023-04-12,2028-10-04,First Class,163594,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6
4602,US-2023-163594-CHO-TRI-54000,2023-04-12,2028-10-04,First Class,163594,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9
6068,US-2023-167290-CHO-TRI-54000,2023-10-30,2029-04-26,Standard Class,167290,United States,Sterling Heights,Michigan,48310,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6
7654,US-2024-110604-CHO-SCR-58000,2024-05-15,2029-11-10,Standard Class,110604,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
7655,US-2024-110604-CHO-MIL-31000,2024-05-15,2029-11-10,Standard Class,110604,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14
7656,US-2024-110604-CHO-SCR-58000,2024-05-15,2029-11-10,Standard Class,110604,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
7690,US-2024-122077-CHO-FUD-51000,2024-05-19,2029-11-15,Standard Class,122077,United States,Plano,Texas,75023,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8
7699,US-2024-122077-CHO-NUT-13000,2024-05-19,2029-11-15,Standard Class,122077,United States,Plano,Texas,75023,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1
3469,US-2022-132486-CHO-TRI-54000,2022-10-23,2028-04-18,Second Class,132486,United States,San Diego,California,92105,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9
3470,US-2022-132486-CHO-NUT-13000,2022-10-23,2028-04-18,Second Class,132486,United States,San Diego,California,92105,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1
3471,US-2022-132486-CHO-SCR-58000,2022-10-23,2028-04-18,Second Class,132486,United States,San Diego,California,92105,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7
3475,US-2022-132486-CHO-SCR-58000,2022-10-23,2028-04-18,Second Class,132486,United States,San Diego,California,92105,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4
3478,US-2022-132486-CHO-SCR-58000,2022-10-23,2028-04-18,Second Class,132486,United States,San Diego,California,92105,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
3479,US-2022-132486-CHO-FUD-51000,2022-10-23,2028-04-18,Second Class,132486,United States,San Diego,California,92105,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,32.4,9,21.6,10.8
5132,US-2023-152163-CHO-TRI-54000,2023-07-01,2028-12-21,Same Day,152163,United States,Columbia,South Carolina,29203,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6
5133,US-2023-152163-CHO-FUD-51000,2023-07-01,2028-12-21,Same Day,152163,United States,Columbia,South Carolina,29203,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4
5135,US-2023-152163-CHO-TRI-54000,2023-07-01,2028-12-21,Same Day,152163,United States,Columbia,South Carolina,29203,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6
6994,US-2024-169474-CHO-SCR-58000,2024-02-04,2029-08-01,Standard Class,169474,United States,Rochester,New York,14609,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
7471,US-2024-136651-CHO-MIL-31000,2024-04-23,2029-10-16,Second Class,136651,United States,Pasadena,California,91104,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98
7472,US-2024-136651-CHO-MIL-31000,2024-04-23,2029-10-16,Second Class,136651,United States,Pasadena,California,91104,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
7475,US-2024-136651-CHO-SCR-58000,2024-04-23,2029-10-16,Second Class,136651,United States,Pasadena,California,91104,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15,6.6
8244,US-2024-141103-CHO-TRI-54000,2024-07-30,2030-01-27,Standard Class,141103,United States,Baltimore,Maryland,21215,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5
8731,US-2024-144113-CHO-TRI-54000,2024-09-16,2030-03-13,Standard Class,144113,United States,Austin,Texas,78745,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6
8739,US-2024-144113-CHO-SCR-58000,2024-09-16,2030-03-13,Standard Class,144113,United States,Austin,Texas,78745,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1
628,US-2021-156342-CHO-TRI-54000,2021-06-17,2026-12-11,Second Class,156342,United States,Chicago,Illinois,60653,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6
943,US-2021-166828-CHO-MIL-31000,2021-08-22,2027-02-15,First Class,166828,United States,Saint Charles,Missouri,63301,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
2341,US-2022-102855-CHO-FUD-51000,2022-04-05,2027-09-27,Same Day,102855,United States,Spokane,Washington,99207,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,28.8,8,19.2,9.6
2346,US-2022-102855-CHO-TRI-54000,2022-04-05,2027-09-27,Same Day,102855,United States,Spokane,Washington,99207,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8
3492,US-2022-105844-CHO-SCR-58000,2022-10-25,2028-04-18,Second Class,105844,United States,Sparks,Nevada,89431,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4
8654,US-2024-142188-CHO-SCR-58000,2024-09-11,2030-03-04,Same Day,142188,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
8662,US-2024-142188-CHO-NUT-13000,2024-09-11,2030-03-04,Same Day,142188,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5
8666,US-2024-142188-CHO-MIL-31000,2024-09-11,2030-03-04,Same Day,142188,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
8671,US-2024-142188-CHO-TRI-54000,2024-09-11,2030-03-04,Same Day,142188,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,41.25,11,26.95,14.3
8673,US-2024-142188-CHO-SCR-58000,2024-09-11,2030-03-04,Same Day,142188,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5
10161,US-2024-164826-CHO-SCR-58000,2024-12-28,2030-06-27,Standard Class,164826,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7
10165,US-2024-164826-CHO-FUD-51000,2024-12-28,2030-06-27,Standard Class,164826,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8
10166,US-2024-164826-CHO-TRI-54000,2024-12-28,2030-06-27,Standard Class,164826,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1
10171,US-2024-164826-CHO-SCR-58000,2024-12-28,2030-06-27,Standard Class,164826,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
1375,US-2021-117317-CHO-NUT-13000,2021-10-19,2027-04-11,Same Day,117317,United States,Los Angeles,California,90032,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3
1980,US-2021-106334-CHO-NUT-13000,2021-12-27,2027-06-25,Standard Class,106334,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3
1990,US-2021-106334-CHO-FUD-51000,2021-12-27,2027-06-25,Standard Class,106334,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6
3397,US-2022-133445-CHO-TRI-54000,2022-10-05,2028-03-31,Standard Class,133445,United States,Portland,Oregon,97206,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3
3398,US-2022-133445-CHO-NUT-13000,2022-10-05,2028-03-31,Standard Class,133445,United States,Portland,Oregon,97206,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4
3534,US-2022-141740-CHO-MIL-31000,2022-11-01,2028-04-27,Standard Class,141740,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
3945,US-2022-130736-CHO-TRI-54000,2022-12-07,2028-05-31,First Class,130736,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6
3946,US-2022-130736-CHO-SCR-58000,2022-12-07,2028-05-31,First Class,130736,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1
4264,US-2023-164483-CHO-TRI-54000,2023-01-30,2028-07-26,Standard Class,164483,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6
4837,US-2023-159653-CHO-TRI-54000,2023-05-22,2028-11-11,Same Day,159653,United States,Athens,Georgia,30605,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9
6896,US-2024-120649-CHO-NUT-13000,2024-01-20,2029-07-18,Standard Class,120649,United States,Waterbury,Connecticut,06708,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2
7530,US-2024-150847-CHO-FUD-51000,2024-04-30,2029-10-27,Standard Class,150847,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4
7581,US-2024-162124-CHO-FUD-51000,2024-05-06,2029-10-31,Standard Class,162124,United States,Chicago,Illinois,60653,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8
8471,US-2024-159884-CHO-FUD-51000,2024-08-31,2030-02-26,Standard Class,159884,United States,Tempe,Arizona,85281,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6
8473,US-2024-159884-CHO-SCR-58000,2024-08-31,2030-02-26,Standard Class,159884,United States,Tempe,Arizona,85281,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1
1325,US-2021-126571-CHO-FUD-51000,2021-10-11,2027-04-07,Standard Class,126571,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6
1328,US-2021-126571-CHO-TRI-54000,2021-10-11,2027-04-07,Standard Class,126571,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6
2141,US-2022-153374-CHO-MIL-31000,2022-02-09,2027-08-06,Second Class,153374,United States,Decatur,Illinois,62521,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84
2742,US-2022-137750-CHO-MIL-31000,2022-06-25,2027-12-21,Standard Class,137750,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
4324,US-2023-105781-CHO-SCR-58000,2023-02-16,2028-08-12,Standard Class,105781,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
4331,US-2023-105781-CHO-SCR-58000,2023-02-16,2028-08-12,Standard Class,105781,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
5361,US-2023-121034-CHO-FUD-51000,2023-08-08,2029-01-30,Second Class,121034,United States,Dallas,Texas,75081,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8
5363,US-2023-121034-CHO-FUD-51000,2023-08-08,2029-01-30,Second Class,121034,United States,Dallas,Texas,75081,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6
